Suggestion 1, Suggestion 2, Suggestion 3, Suggestion 4, Suggestion 5
919: 0.175,996: 0.175,953: 0.175,541: 0.125,721: 0.125
919: 0.175,996: 0.175,953: 0.175,541: 0.125,721: 0.125
919: 0.175,996: 0.175,953: 0.175,680: 0.125,629: 0.125
919: 0.175,996: 0.175,953: 0.175,680: 0.125,629: 0.125
919: 0.175,996: 0.175,953: 0.175,541: 0.125,721: 0.125
919: 0.175,996: 0.175,953: 0.175,541: 0.125,721: 0.125
919: 0.175,996: 0.175,953: 0.175,680: 0.125,629: 0.125
919: 0.175,996: 0.175,953: 0.175,629: 0.125,680: 0.125
919: 0.175,996: 0.175,953: 0.175,680: 0.125,629: 0.125
919: 0.175,996: 0.175,953: 0.175,680: 0.125,629: 0.125
119: 0.175,115: 0.175,785: 0.175,880: 0.175,832: 0.175
119: 0.175,115: 0.175,785: 0.175,880: 0.175,832: 0.175
119: 0.175,115: 0.175,785: 0.175,880: 0.175,832: 0.175
119: 0.175,115: 0.175,785: 0.175,880: 0.175,832: 0.175
880: 0.175,832: 0.175,110: 0.175,839: 0.175,116: 0.175
115: 0.175,880: 0.175,832: 0.175,785: 0.175,119: 0.175
119: 0.175,115: 0.175,785: 0.175,832: 0.175,880: 0.175
119: 0.175,115: 0.175,785: 0.175,880: 0.175,832: 0.175
115: 0.175,880: 0.175,832: 0.175,785: 0.175,119: 0.175
115: 0.175,880: 0.175,832: 0.175,785: 0.175,119: 0.175
141: 0.275,457: 0.175,918: 0.175,515: 0.175,395: 0.175
141: 0.275,457: 0.175,918: 0.175,515: 0.175,395: 0.175
141: 0.275,918: 0.175,457: 0.175,515: 0.175,395: 0.175
141: 0.275,457: 0.175,918: 0.175,515: 0.175,395: 0.175
141: 0.275,918: 0.175,457: 0.175,389: 0.175,515: 0.175
141: 0.275,457: 0.175,918: 0.175,515: 0.175,395: 0.175
141: 0.275,918: 0.175,457: 0.175,389: 0.175,515: 0.175
141: 0.275,918: 0.175,457: 0.175,389: 0.175,515: 0.175
141: 0.275,918: 0.175,457: 0.175,389: 0.175,515: 0.175
141: 0.275,918: 0.175,457: 0.175,389: 0.175,515: 0.175
18: 0.175,832: 0.175,122: 0.175,888: 0.15,294: 0.125
18: 0.175,832: 0.175,122: 0.175,888: 0.15,294: 0.125
18: 0.175,832: 0.175,122: 0.175,888: 0.15,294: 0.125
18: 0.175,832: 0.175,122: 0.175,888: 0.15,294: 0.125
122: 0.175,18: 0.175,832: 0.175,888: 0.15,612: 0.125
122: 0.175,18: 0.175,832: 0.175,888: 0.15,801: 0.125
18: 0.175,832: 0.175,122: 0.175,888: 0.15,294: 0.125
122: 0.175,18: 0.175,832: 0.175,888: 0.15,604: 0.125
18: 0.175,832: 0.175,122: 0.175,888: 0.15,583: 0.125
18: 0.175,832: 0.175,122: 0.175,888: 0.15,294: 0.125
832: 0.175,122: 0.175,342: 0.125,318: 0.125,89: 0.125
107: 0.175,296: 0.125,755: 0.125,465: 0.125,838: 0.125
107: 0.175,296: 0.125,755: 0.125,465: 0.125,838: 0.125
107: 0.175,296: 0.125,755: 0.125,465: 0.125,838: 0.125
107: 0.175,296: 0.125,755: 0.125,465: 0.125,838: 0.125
107: 0.175,296: 0.125,755: 0.125,465: 0.125,838: 0.125
107: 0.175,296: 0.125,755: 0.125,465: 0.125,838: 0.125
107: 0.175,407: 0.125,296: 0.125,342: 0.125,286: 0.125
107: 0.175,342: 0.125,562: 0.125,246: 0.125,286: 0.125
107: 0.175,407: 0.125,296: 0.125,342: 0.125,286: 0.125
909: 0.075,None,None,None,None
909: 0.075,None,None,None,None
909: 0.075,None,None,None,None
909: 0.075,None,None,None,None
909: 0.075,None,None,None,None
909: 0.075,None,None,None,None
909: 0.075,None,None,None,None
909: 0.075,None,None,None,None
909: 0.075,None,None,None,None
909: 0.075,None,None,None,None
448: 0.175,283: 0.125,407: 0.125,711: 0.125,451: 0.125
448: 0.175,283: 0.125,407: 0.125,711: 0.125,451: 0.125
448: 0.175,283: 0.125,407: 0.125,711: 0.125,451: 0.125
448: 0.175,283: 0.125,407: 0.125,711: 0.125,451: 0.125
448: 0.175,627: 0.125,655: 0.125,149: 0.125,696: 0.125
448: 0.175,596: 0.125,385: 0.125,654: 0.125,10: 0.125
448: 0.175,633: 0.125,102: 0.125,426: 0.125,814: 0.125
448: 0.175,283: 0.125,626: 0.125,696: 0.125,64: 0.125
448: 0.175,283: 0.125,64: 0.125,626: 0.125,696: 0.125
448: 0.175,283: 0.125,626: 0.125,64: 0.125,696: 0.125
839: 0.175,965: 0.175,996: 0.175,515: 0.175,404: 0.175
839: 0.175,965: 0.175,996: 0.175,515: 0.175,404: 0.175
839: 0.175,965: 0.175,996: 0.175,515: 0.175,404: 0.175
839: 0.175,965: 0.175,996: 0.175,515: 0.175,404: 0.175
839: 0.175,965: 0.175,515: 0.175,996: 0.175,404: 0.175
965: 0.175,839: 0.175,515: 0.175,996: 0.175,404: 0.175
921: 0.175,448: 0.175,773: 0.125,583: 0.125,326: 0.125
839: 0.175,965: 0.175,515: 0.175,996: 0.175,404: 0.175
448: 0.175,921: 0.175,580: 0.125,451: 0.125,398: 0.125
921: 0.175,448: 0.175,696: 0.125,626: 0.125,11: 0.125
921: 0.175,448: 0.175,342: 0.125,596: 0.125,655: 0.125
921: 0.175,448: 0.175,342: 0.125,596: 0.125,149: 0.125
921: 0.175,448: 0.175,64: 0.125,626: 0.125,696: 0.125
921: 0.175,448: 0.175,189: 0.125,675: 0.125,547: 0.125
921: 0.175,448: 0.175,64: 0.125,626: 0.125,696: 0.125
141: 0.275,780: 0.175,413: 0.175,882: 0.15,458: 0.15
141: 0.275,780: 0.175,413: 0.175,882: 0.15,458: 0.15
141: 0.275,780: 0.175,413: 0.175,882: 0.15,458: 0.15
141: 0.275,780: 0.175,413: 0.175,778: 0.15,882: 0.15
141: 0.275,780: 0.175,413: 0.175,882: 0.15,458: 0.15
141: 0.275,780: 0.175,413: 0.175,778: 0.15,882: 0.15
141: 0.275,780: 0.175,413: 0.175,778: 0.15,882: 0.15
141: 0.275,919: 0.175,996: 0.175,404: 0.175,500: 0.175
141: 0.275,919: 0.175,996: 0.175,404: 0.175,500: 0.175
919: 0.175,955: 0.15,913: 0.15,71: 0.15,789: 0.125
141: 0.275,110: 0.175,456: 0.175,996: 0.175,500: 0.175
141: 0.275,996: 0.175,404: 0.175,500: 0.175,110: 0.175
141: 0.275,456: 0.175,110: 0.175,996: 0.175,500: 0.175
141: 0.275,919: 0.175,996: 0.175,404: 0.175,500: 0.175
141: 0.275,456: 0.175,110: 0.175,996: 0.175,500: 0.175
141: 0.275,456: 0.175,110: 0.175,996: 0.175,500: 0.175
141: 0.275,456: 0.175,110: 0.175,996: 0.175,404: 0.175
395: 0.175,131: 0.175,954: 0.175,413: 0.175,866: 0.175
131: 0.175,395: 0.175,954: 0.175,448: 0.175,866: 0.175
395: 0.175,131: 0.175,954: 0.175,413: 0.175,866: 0.175
395: 0.175,131: 0.175,954: 0.175,413: 0.175,866: 0.175
954: 0.175,131: 0.175,395: 0.175,448: 0.175,515: 0.175
395: 0.175,131: 0.175,954: 0.175,448: 0.175,515: 0.175
