Suggestion 1, Suggestion 2, Suggestion 3, Suggestion 4, Suggestion 5
732: 0.20414999,919: 0.19165,953: 0.19165,721: 0.16665,728: 0.16665
953: 0.34165,617: 0.31665,728: 0.31665,653: 0.30835,618: 0.30835
732: 0.50415003,919: 0.34165,953: 0.34165,629: 0.31665,721: 0.31665
953: 0.34165,617: 0.31665,728: 0.31665,635: 0.30835,541: 0.30835
953: 0.29165,617: 0.26665002,728: 0.26665002,568: 0.25835,635: 0.25835
732: 0.40415,953: 0.34165,721: 0.31665,617: 0.31665,728: 0.31665
732: 0.40415,919: 0.29165,953: 0.29165,629: 0.26665002,721: 0.26665002
953: 0.24165002,629: 0.21665001,721: 0.21665001,617: 0.21665001,728: 0.21665001
732: 0.30415,919: 0.24165002,953: 0.24165002,629: 0.21665001,721: 0.21665001
732: 0.20414999,919: 0.19165,953: 0.19165,629: 0.16665,721: 0.16665
782: 0.5625,910: 0.5,251: 0.47500002,922: 0.45415002,998: 0.40835002
998: 0.40835002,842: 0.40415,726: 0.4,251: 0.375,782: 0.3625
782: 0.2625,922: 0.25415,962: 0.21665001,942: 0.21665,785: 0.21665
922: 0.35415,998: 0.30835,842: 0.30415,726: 0.3,251: 0.275
782: 0.3625,922: 0.35415,962: 0.31665,998: 0.30835,842: 0.30415
998: 0.50835,842: 0.50415003,251: 0.47500002,782: 0.4625,922: 0.45415002
782: 0.4625,922: 0.45415002,962: 0.41665,998: 0.40835002,842: 0.40415
782: 0.5625,910: 0.5,251: 0.47500002,922: 0.45415002,962: 0.41665
782: 0.2625,922: 0.25415,962: 0.21665001,942: 0.21665,785: 0.21665
782: 0.5625,922: 0.55415,962: 0.51665,998: 0.50835,842: 0.50415003
522: 0.1625,141: 0.15835,395: 0.15835,389: 0.15,457: 0.14165
522: 0.1625,141: 0.15835,395: 0.15835,389: 0.15,457: 0.14165
522: 0.1625,141: 0.15835,395: 0.15835,389: 0.15,457: 0.14165
522: 0.1625,141: 0.15835,395: 0.15835,389: 0.15,457: 0.14165
522: 0.1625,141: 0.15835,395: 0.15835,389: 0.15,457: 0.14165
522: 0.1625,141: 0.15835,395: 0.15835,389: 0.15,457: 0.14165
522: 0.1625,141: 0.15835,395: 0.15835,389: 0.15,457: 0.14165
522: 0.1625,141: 0.15835,395: 0.15835,389: 0.15,457: 0.14165
522: 0.1625,141: 0.15835,395: 0.15835,389: 0.15,457: 0.14165
522: 0.1625,141: 0.15835,395: 0.15835,389: 0.15,457: 0.14165
832: 0.20835,122: 0.20835,976: 0.20414999,74: 0.19165,714: 0.1875
976: 0.40415,714: 0.38750002,832: 0.35835,74: 0.34165,15: 0.32085
976: 0.30415,714: 0.2875,122: 0.25835,74: 0.24165002,15: 0.22084999
832: 0.30835003,976: 0.30415,74: 0.29165,714: 0.2875,15: 0.27085
976: 0.50415003,714: 0.4875,122: 0.35835,832: 0.35835,74: 0.34165
976: 0.40415,714: 0.38750002,832: 0.35835,74: 0.34165,15: 0.32085
976: 0.40415,714: 0.38750002,832: 0.35835,74: 0.34165,15: 0.32085
976: 0.45415,714: 0.38750002,122: 0.35835,832: 0.35835,74: 0.34165
976: 0.35415,832: 0.30835003,122: 0.30835003,74: 0.29165,714: 0.2875
832: 0.25835,122: 0.25835,976: 0.25415,74: 0.24165002,38: 0.2125
832: 0.20835,122: 0.20835,74: 0.19165,38: 0.1625,31: 0.1625
838: 0.11665,429: 0.1125,465: 0.1125,755: 0.10835,107: 0.10835
838: 0.11665,429: 0.1125,465: 0.1125,755: 0.10835,107: 0.10835
838: 0.11665,429: 0.1125,465: 0.1125,755: 0.10835,107: 0.10835
838: 0.11665,429: 0.1125,465: 0.1125,755: 0.10835,107: 0.10835
838: 0.11665,429: 0.1125,465: 0.1125,755: 0.10835,107: 0.10835
838: 0.11665,429: 0.1125,465: 0.1125,755: 0.10835,107: 0.10835
838: 0.11665,429: 0.1125,465: 0.1125,107: 0.10835,396: 0.10835
838: 0.11665,429: 0.1125,465: 0.1125,107: 0.10835,396: 0.10835
838: 0.11665,429: 0.1125,465: 0.1125,562: 0.10835,396: 0.10835
909: 0.17500001,None,None,None,None
909: 0.17500001,None,None,None,None
909: 0.17500001,None,None,None,None
909: 0.17500001,None,None,None,None
909: 0.375,None,None,None,None
909: 0.275,None,None,None,None
909: 0.17500001,None,None,None,None
909: 0.375,None,None,None,None
909: 0.275,None,None,None,None
909: 0.47500002,None,None,None,None
152: 0.14165,149: 0.125,633: 0.12085,819: 0.11665,583: 0.11665
152: 0.14165,149: 0.125,633: 0.12085,819: 0.11665,583: 0.11665
152: 0.14165,149: 0.125,633: 0.12085,819: 0.11665,583: 0.11665
152: 0.14165,149: 0.125,633: 0.12085,819: 0.11665,583: 0.11665
152: 0.14165,149: 0.125,633: 0.12085,655: 0.11665,583: 0.11665
152: 0.14165,149: 0.125,633: 0.12085,655: 0.11665,583: 0.11665
152: 0.14165,149: 0.125,633: 0.12085,655: 0.11665,583: 0.11665
152: 0.14165,149: 0.125,633: 0.12085,819: 0.11665,655: 0.11665
152: 0.14165,149: 0.125,633: 0.12085,819: 0.11665,655: 0.11665
152: 0.14165,149: 0.125,633: 0.12085,819: 0.11665,655: 0.11665
780: 0.16665,871: 0.1625,839: 0.15835,122: 0.15835,152: 0.14165
780: 0.16665,871: 0.1625,839: 0.15835,122: 0.15835,152: 0.14165
780: 0.16665,871: 0.1625,839: 0.15835,122: 0.15835,152: 0.14165
780: 0.16665,871: 0.1625,839: 0.15835,122: 0.15835,921: 0.14585
780: 0.16665,871: 0.1625,839: 0.15835,122: 0.15835,921: 0.14585
780: 0.16665,871: 0.1625,839: 0.15835,122: 0.15835,921: 0.14585
921: 0.14585,152: 0.14165,149: 0.125,633: 0.12085,15: 0.12085
921: 0.14585,152: 0.14165,149: 0.125,633: 0.12085,15: 0.12085
780: 0.16665,871: 0.1625,839: 0.15835,122: 0.15835,921: 0.14585
921: 0.14585,152: 0.14165,149: 0.125,15: 0.12085,633: 0.12085
921: 0.14585,152: 0.14165,149: 0.125,633: 0.12085,15: 0.12085
921: 0.14585,152: 0.14165,149: 0.125,633: 0.12085,15: 0.12085
921: 0.14585,152: 0.14165,149: 0.125,15: 0.12085,633: 0.12085
921: 0.14585,152: 0.14165,149: 0.125,633: 0.12085,15: 0.12085
921: 0.14585,152: 0.14165,149: 0.125,15: 0.12085,633: 0.12085
