Suggestion 1, Suggestion 2, Suggestion 3, Suggestion 4, Suggestion 5
953: 0.175,919: 0.15,610: 0.125,653: 0.125,814: 0.125
953: 0.175,919: 0.15,610: 0.125,653: 0.125,814: 0.125
953: 0.175,919: 0.15,610: 0.125,653: 0.125,814: 0.125
953: 0.175,919: 0.15,610: 0.125,653: 0.125,814: 0.125
953: 0.175,919: 0.15,814: 0.125,653: 0.125,610: 0.125
953: 0.175,919: 0.15,610: 0.125,814: 0.125,653: 0.125
953: 0.175,919: 0.15,653: 0.125,814: 0.125,610: 0.125
953: 0.175,919: 0.15,610: 0.125,814: 0.125,653: 0.125
953: 0.175,919: 0.15,610: 0.125,653: 0.125,814: 0.125
953: 0.175,919: 0.15,653: 0.125,814: 0.125,610: 0.125
181: 0.25835,287: 0.23335,81: 0.175,844: 0.175,866: 0.175
181: 0.25835,287: 0.23335,81: 0.175,844: 0.175,866: 0.175
181: 0.25835,287: 0.23335,81: 0.175,844: 0.175,866: 0.175
181: 0.25835,287: 0.23335,81: 0.175,844: 0.175,866: 0.175
181: 0.25835,287: 0.23335,81: 0.175,844: 0.175,866: 0.175
181: 0.25835,287: 0.23335,81: 0.175,866: 0.175,844: 0.175
181: 0.25835,287: 0.23335,880: 0.175,832: 0.175,81: 0.175
181: 0.25835,287: 0.23335,866: 0.175,844: 0.175,81: 0.175
181: 0.25835,287: 0.23335,866: 0.175,844: 0.175,81: 0.175
181: 0.25835,287: 0.23335,844: 0.175,866: 0.175,81: 0.175
189: 0.25835,457: 0.175,918: 0.175,141: 0.175,395: 0.175
189: 0.25835,457: 0.175,918: 0.175,141: 0.175,395: 0.175
189: 0.25835,457: 0.175,918: 0.175,141: 0.175,395: 0.175
189: 0.25835,457: 0.175,395: 0.175,918: 0.175,141: 0.175
189: 0.25835,457: 0.175,395: 0.175,141: 0.175,918: 0.175
189: 0.25835,457: 0.175,918: 0.175,141: 0.175,395: 0.175
189: 0.25835,457: 0.175,395: 0.175,918: 0.175,141: 0.175
189: 0.25835,457: 0.175,395: 0.175,141: 0.175,918: 0.175
189: 0.25835,457: 0.175,395: 0.175,918: 0.175,141: 0.175
832: 0.175,525: 0.175,122: 0.15,219: 0.14165,325: 0.14165
832: 0.175,525: 0.175,122: 0.15,219: 0.14165,325: 0.14165
832: 0.175,525: 0.175,122: 0.15,219: 0.14165,325: 0.14165
