Suggestion 1, Suggestion 2, Suggestion 3, Suggestion 4, Suggestion 5
953: 0.175,919: 0.15,541: 0.125,721: 0.125,660: 0.125
953: 0.175,919: 0.15,541: 0.125,721: 0.125,660: 0.125
953: 0.175,919: 0.15,429: 0.125,680: 0.125,721: 0.125
953: 0.175,919: 0.15,429: 0.125,680: 0.125,721: 0.125
953: 0.175,919: 0.15,541: 0.125,721: 0.125,660: 0.125
953: 0.175,919: 0.15,429: 0.125,680: 0.125,721: 0.125
953: 0.175,919: 0.15,429: 0.125,680: 0.125,721: 0.125
953: 0.175,919: 0.15,541: 0.125,721: 0.125,660: 0.125
953: 0.175,919: 0.15,429: 0.125,680: 0.125,721: 0.125
953: 0.175,919: 0.15,429: 0.125,680: 0.125,721: 0.125
181: 0.25835,287: 0.23335,81: 0.175,782: 0.175,942: 0.175
181: 0.25835,287: 0.23335,81: 0.175,782: 0.175,942: 0.175
181: 0.25835,287: 0.23335,81: 0.175,782: 0.175,942: 0.175
181: 0.25835,287: 0.23335,81: 0.175,782: 0.175,942: 0.175
181: 0.25835,287: 0.23335,782: 0.175,942: 0.175,880: 0.175
181: 0.25835,287: 0.23335,880: 0.175,832: 0.175,839: 0.175
181: 0.25835,287: 0.23335,81: 0.175,782: 0.175,942: 0.175
181: 0.25835,287: 0.23335,782: 0.175,942: 0.175,880: 0.175
181: 0.25835,287: 0.23335,81: 0.175,942: 0.175,782: 0.175
181: 0.25835,287: 0.23335,942: 0.175,782: 0.175,880: 0.175
189: 0.25835,457: 0.175,918: 0.175,141: 0.175,395: 0.175
189: 0.25835,457: 0.175,918: 0.175,141: 0.175,395: 0.175
189: 0.25835,918: 0.175,141: 0.175,457: 0.175,395: 0.175
189: 0.25835,457: 0.175,918: 0.175,141: 0.175,395: 0.175
189: 0.25835,457: 0.175,918: 0.175,141: 0.175,395: 0.175
189: 0.25835,918: 0.175,141: 0.175,457: 0.175,395: 0.175
189: 0.25835,918: 0.175,141: 0.175,457: 0.175,395: 0.175
189: 0.25835,141: 0.175,918: 0.175,457: 0.175,395: 0.175
189: 0.25835,141: 0.175,918: 0.175,457: 0.175,395: 0.175
189: 0.25835,918: 0.175,141: 0.175,457: 0.175,395: 0.175
832: 0.175,525: 0.175,122: 0.15,219: 0.14165,325: 0.14165
525: 0.175,832: 0.175,122: 0.15,325: 0.14165,219: 0.14165
832: 0.175,525: 0.175,122: 0.15,219: 0.14165,325: 0.14165
832: 0.175,525: 0.175,122: 0.15,219: 0.14165,325: 0.14165
832: 0.175,525: 0.175,122: 0.15,219: 0.14165,325: 0.14165
832: 0.175,525: 0.175,122: 0.15,219: 0.14165,325: 0.14165
525: 0.175,832: 0.175,122: 0.15,325: 0.14165,219: 0.14165
525: 0.175,832: 0.175,122: 0.15,219: 0.14165,325: 0.14165
832: 0.175,525: 0.175,122: 0.15,219: 0.14165,325: 0.14165
832: 0.175,122: 0.15,219: 0.14165,38: 0.125,89: 0.125
832: 0.175,525: 0.175,122: 0.15,219: 0.14165,325: 0.14165
194: 0.14165,309: 0.14165,245: 0.14165,365: 0.125,429: 0.125
194: 0.14165,309: 0.14165,245: 0.14165,365: 0.125,429: 0.125
194: 0.14165,309: 0.14165,245: 0.14165,365: 0.125,429: 0.125
194: 0.14165,309: 0.14165,245: 0.14165,365: 0.125,429: 0.125
194: 0.14165,309: 0.14165,245: 0.14165,365: 0.125,429: 0.125
194: 0.14165,309: 0.14165,245: 0.14165,365: 0.125,429: 0.125
245: 0.14165,194: 0.14165,309: 0.14165,365: 0.125,396: 0.125
245: 0.14165,194: 0.14165,309: 0.14165,365: 0.125,396: 0.125
194: 0.14165,309: 0.14165,245: 0.14165,562: 0.125,396: 0.125
909: 0.075,None,None,None,None
909: 0.075,None,None,None,None
909: 0.075,None,None,None,None
909: 0.075,None,None,None,None
909: 0.075,None,None,None,None
909: 0.075,None,None,None,None
909: 0.075,None,None,None,None
909: 0.075,None,None,None,None
909: 0.075,None,None,None,None
909: 0.075,None,None,None,None
189: 0.25835,229: 0.25835,198: 0.23335,525: 0.175,326: 0.14165
