Suggestion 1, Suggestion 2, Suggestion 3, Suggestion 4, Suggestion 5
4931: 0.11,None,None,None,None
4931: 0.11,None,None,None,None
4931: 0.11,None,None,None,None
4931: 0.11,None,None,None,None
4931: 0.11,None,None,None,None
4931: 0.11,None,None,None,None
4931: 0.11,None,None,None,None
4931: 0.11,None,None,None,None
4931: 0.11,None,None,None,None
4931: 0.11,None,None,None,None
538: 0.18,9106: 0.13,4931: 0.11,None,None
538: 0.18,618: 0.18,9106: 0.13,4931: 0.11,None
538: 0.18,618: 0.18,9106: 0.13,4931: 0.11,None
538: 0.18,618: 0.18,480: 0.18,9106: 0.13,7364: 0.13
618: 0.18,538: 0.18,480: 0.18,9106: 0.13,7364: 0.13
618: 0.18,538: 0.18,480: 0.18,9106: 0.13,7364: 0.13
480: 0.18,618: 0.18,538: 0.18,345: 0.16,396: 0.14
480: 0.18,618: 0.18,538: 0.18,345: 0.16,396: 0.14
480: 0.18,618: 0.18,538: 0.18,345: 0.16,396: 0.14
480: 0.18,618: 0.18,538: 0.18,345: 0.16,396: 0.14
480: 0.18,618: 0.18,345: 0.16,396: 0.14,8228: 0.13
480: 0.18,345: 0.16,396: 0.14,4940: 0.13,8270: 0.13
480: 0.18,345: 0.16,396: 0.14,8270: 0.13,4940: 0.13
345: 0.16,396: 0.14,8301: 0.13,8069: 0.13,9100: 0.13
345: 0.16,396: 0.14,8301: 0.13,6021: 0.13,8069: 0.13
345: 0.16,396: 0.14,6021: 0.13,8301: 0.13,8069: 0.13
6021: 0.13,8260: 0.13,9073: 0.13,8228: 0.13,9102: 0.11
6021: 0.13,8020: 0.11,9102: 0.11,None,None
6021: 0.13,8020: 0.11,9102: 0.11,None,None
6021: 0.13,9102: 0.11,None,None,None
6021: 0.13,None,None,None,None
342: 0.18,8270: 0.13,8609: 0.13,5005: 0.11,226: 0.09
342: 0.18,8270: 0.13,8609: 0.13,8992: 0.13,7364: 0.13
342: 0.18,8270: 0.13,8609: 0.13,8992: 0.13,7364: 0.13
342: 0.18,396: 0.14,8270: 0.13,8609: 0.13,8992: 0.13
342: 0.18,396: 0.14,8270: 0.13,8992: 0.13,8609: 0.13
342: 0.18,396: 0.14,8270: 0.13,8992: 0.13,7867: 0.13
342: 0.18,396: 0.14,7867: 0.13,1693: 0.13,8609: 0.13
342: 0.18,396: 0.14,2853: 0.13,7867: 0.13,6290: 0.13
342: 0.18,9071: 0.15,396: 0.14,2853: 0.13,7867: 0.13
342: 0.18,9071: 0.15,396: 0.14,7867: 0.13,2853: 0.13
7926: 0.16,9071: 0.15,396: 0.14,4552: 0.14,7867: 0.13
7926: 0.16,9071: 0.15,396: 0.14,4552: 0.14,4940: 0.13
7926: 0.16,9071: 0.15,396: 0.14,4552: 0.14,2853: 0.13
7926: 0.16,9071: 0.15,4552: 0.14,5261: 0.13,6992: 0.13
7926: 0.16,9071: 0.15,4552: 0.14,8301: 0.13,8270: 0.13
7926: 0.16,9071: 0.15,4552: 0.14,8301: 0.13,8270: 0.13
7926: 0.16,9071: 0.15,4552: 0.14,8270: 0.13,8301: 0.13
7926: 0.16,9071: 0.15,4552: 0.14,8687: 0.13,5072: 0.13
7926: 0.16,4552: 0.14,8270: 0.13,8301: 0.13,5072: 0.13
7926: 0.16,4552: 0.14,8301: 0.13,8270: 0.13,8687: 0.13
8270: 0.13,5072: 0.13,4920: 0.13,4030: 0.13,1145: 0.13
8164: 0.13,9494: 0.09,4893: 0.09,None,None
562: 0.18,4552: 0.14,8164: 0.13,2046: 0.13,880: 0.13
562: 0.18,9146: 0.16,4552: 0.14,8164: 0.13,2046: 0.13
562: 0.18,503: 0.18,9669: 0.18,9146: 0.16,8425: 0.16
562: 0.18,503: 0.18,9669: 0.18,9146: 0.16,8425: 0.16
562: 0.18,503: 0.18,9669: 0.18,4604: 0.18,9146: 0.16
503: 0.18,562: 0.18,9669: 0.18,4604: 0.18,9246: 0.18
503: 0.18,9669: 0.18,562: 0.18,4604: 0.18,9246: 0.18
503: 0.18,562: 0.18,9669: 0.18,4604: 0.18,9246: 0.18
503: 0.18,562: 0.18,9669: 0.18,9246: 0.18,4604: 0.18
503: 0.18,562: 0.18,9669: 0.18,9246: 0.18,4604: 0.18
