Suggestion 1, Suggestion 2, Suggestion 3, Suggestion 4, Suggestion 5
919: 0.175,918: 0.175,70: 0.125,129: 0.125,None
434: 0.125,None,None,None,None
434: 0.125,129: 0.125,70: 0.125,None,None
919: 0.175,918: 0.175,None,None,None
434: 0.125,None,None,None,None
919: 0.175,918: 0.175,434: 0.125,129: 0.125,70: 0.125
919: 0.175,918: 0.175,70: 0.125,129: 0.125,None
434: 0.125,None,None,None,None
919: 0.175,918: 0.175,70: 0.125,129: 0.125,None
434: 0.125,None,None,None,None
919: 0.175,918: 0.175,70: 0.125,None,None
434: 0.125,None,None,None,None
919: 0.175,918: 0.175,434: 0.125,129: 0.125,70: 0.125
919: 0.175,918: 0.175,70: 0.125,129: 0.125,None
919: 0.175,918: 0.175,70: 0.125,129: 0.125,None
919: 0.175,918: 0.175,None,None,None
434: 0.125,129: 0.125,None,None,None
434: 0.125,129: 0.125,70: 0.125,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
905: 0.125,None,None,None,None
905: 0.125,None,None,None,None
905: 0.125,None,None,None,None
905: 0.125,None,None,None,None
500: 0.175,905: 0.125,None,None,None
500: 0.175,905: 0.125,None,None,None
500: 0.175,905: 0.125,None,None,None
500: 0.175,905: 0.125,None,None,None
500: 0.175,905: 0.125,None,None,None
500: 0.175,905: 0.125,None,None,None
500: 0.175,None,None,None,None
500: 0.175,None,None,None,None
500: 0.175,None,None,None,None
500: 0.175,None,None,None,None
404: 0.175,None,None,None,None
404: 0.175,None,None,None,None
404: 0.175,833: 0.125,None,None,None
404: 0.175,833: 0.125,129: 0.125,None,None
404: 0.175,833: 0.125,129: 0.125,93: 0.1,None
404: 0.175,833: 0.125,129: 0.125,93: 0.1,732: 0.1
404: 0.175,833: 0.125,129: 0.125,417: 0.125,93: 0.1
404: 0.175,833: 0.125,129: 0.125,417: 0.125,93: 0.1
404: 0.175,129: 0.125,833: 0.125,417: 0.125,732: 0.1
404: 0.175,833: 0.125,129: 0.125,417: 0.125,93: 0.1
129: 0.125,833: 0.125,417: 0.125,100: 0.125,732: 0.1
833: 0.125,129: 0.125,417: 0.125,100: 0.125,93: 0.1
129: 0.125,417: 0.125,100: 0.125,714: 0.1,93: 0.1
100: 0.125,417: 0.125,714: 0.1,93: 0.1,732: 0.1
100: 0.125,417: 0.125,714: 0.1,732: 0.1,40: 0.1
100: 0.125,417: 0.125,714: 0.1,40: 0.1,868: 0.075
100: 0.125,714: 0.1,40: 0.1,868: 0.075,None
100: 0.125,714: 0.1,868: 0.075,None,None
100: 0.125,714: 0.1,None,None,None
100: 0.125,None,None,None,None
156: 0.1,265: 0.1,None,None,None
156: 0.1,265: 0.1,None,None,None
156: 0.1,265: 0.1,None,None,None
8: 0.125,156: 0.1,265: 0.1,None,None
915: 0.15,8: 0.125,102: 0.125,100: 0.125,156: 0.1
8: 0.125,102: 0.125,100: 0.125,156: 0.1,265: 0.1
915: 0.15,8: 0.125,102: 0.125,100: 0.125,156: 0.1
915: 0.15,102: 0.125,100: 0.125,8: 0.125,808: 0.125
915: 0.15,102: 0.125,100: 0.125,8: 0.125,808: 0.125
915: 0.15,102: 0.125,100: 0.125,8: 0.125,808: 0.125
915: 0.15,102: 0.125,808: 0.125,100: 0.125,614: 0.125
915: 0.15,784: 0.15,808: 0.125,102: 0.125,100: 0.125
915: 0.15,784: 0.15,808: 0.125,102: 0.125,100: 0.125
915: 0.15,784: 0.15,102: 0.125,808: 0.125,100: 0.125
915: 0.15,784: 0.15,808: 0.125,614: 0.125,878: 0.125
784: 0.15,808: 0.125,614: 0.125,878: 0.125,41: 0.1
784: 0.15,808: 0.125,614: 0.125,878: 0.125,41: 0.1
784: 0.15,878: 0.125,41: 0.1,None,None
784: 0.15,41: 0.1,None,None,None
784: 0.15,41: 0.1,None,None,None
784: 0.15,41: 0.1,None,None,None
833: 0.125,None,None,None,None
833: 0.125,842: 0.1,None,None,None
782: 0.15,833: 0.125,842: 0.1,968: 0.075,None
782: 0.15,833: 0.125,842: 0.1,968: 0.075,None
782: 0.15,833: 0.125,941: 0.125,993: 0.125,842: 0.1
782: 0.15,833: 0.125,941: 0.125,993: 0.125,960: 0.125
782: 0.15,833: 0.125,941: 0.125,993: 0.125,960: 0.125
782: 0.15,833: 0.125,941: 0.125,993: 0.125,960: 0.125
782: 0.15,960: 0.125,833: 0.125,808: 0.125,941: 0.125
782: 0.15,960: 0.125,833: 0.125,808: 0.125,941: 0.125
782: 0.15,960: 0.125,808: 0.125,941: 0.125,993: 0.125
782: 0.15,960: 0.125,808: 0.125,941: 0.125,683: 0.125
782: 0.15,960: 0.125,808: 0.125,941: 0.125,683: 0.125
782: 0.15,960: 0.125,808: 0.125,683: 0.125,941: 0.125
782: 0.15,960: 0.125,556: 0.125,808: 0.125,683: 0.125
782: 0.15,556: 0.125,683: 0.125,501: 0.125,323: 0.125
782: 0.15,556: 0.125,683: 0.125,501: 0.125,20: 0.075
782: 0.15,556: 0.125,683: 0.125,501: 0.125,20: 0.075
501: 0.125,556: 0.125,20: 0.075,None,None
501: 0.125,556: 0.125,20: 0.075,None,None
501: 0.125,556: 0.125,None,None,None
699: 0.125,296: 0.125,16: 0.075,None,None
