Suggestion 1, Suggestion 2, Suggestion 3, Suggestion 4, Suggestion 5
918: 0.15,122: 0.145,919: 0.14,721: 0.12,70: 0.08
918: 0.15,122: 0.145,919: 0.14,721: 0.12,70: 0.08
918: 0.15,122: 0.145,919: 0.14,721: 0.12,None
918: 0.15,122: 0.145,919: 0.14,721: 0.12,70: 0.08
918: 0.15,122: 0.145,919: 0.14,721: 0.12,70: 0.08
918: 0.15,122: 0.145,919: 0.14,721: 0.12,70: 0.08
918: 0.15,122: 0.145,919: 0.14,721: 0.12,None
721: 0.12,None,None,None,None
918: 0.15,122: 0.145,919: 0.14,721: 0.12,31: 0.115
918: 0.15,122: 0.145,919: 0.14,721: 0.12,31: 0.115
918: 0.15,122: 0.145,919: 0.14,31: 0.115,568: 0.115
31: 0.115,568: 0.115,434: 0.105,70: 0.08,332: 0.05335
31: 0.115,568: 0.115,434: 0.105,70: 0.08,332: 0.05335
568: 0.115,31: 0.115,434: 0.105,332: 0.05335,None
568: 0.115,31: 0.115,434: 0.105,332: 0.05335,None
568: 0.115,31: 0.115,434: 0.105,None,None
568: 0.115,31: 0.115,434: 0.105,None,None
568: 0.115,31: 0.115,434: 0.105,None,None
568: 0.115,434: 0.105,None,None,None
568: 0.115,None,None,None,None
135: 0.1,507: 0.095,None,None,None
135: 0.1,507: 0.095,None,None,None
135: 0.1,507: 0.095,None,None,None
135: 0.1,507: 0.095,None,None,None
135: 0.1,507: 0.095,905: 0.07835,None,None
135: 0.1,507: 0.095,905: 0.07835,None,None
135: 0.1,507: 0.095,905: 0.07835,None,None
135: 0.1,938: 0.1,507: 0.095,905: 0.07835,None
135: 0.1,938: 0.1,507: 0.095,905: 0.07835,500: 0.07335
135: 0.1,938: 0.1,507: 0.095,905: 0.07835,500: 0.07335
938: 0.1,905: 0.07835,500: 0.07335,None,None
938: 0.1,905: 0.07835,500: 0.07335,None,None
938: 0.1,905: 0.07835,500: 0.07335,None,None
938: 0.1,905: 0.07835,500: 0.07335,None,None
938: 0.1,500: 0.07335,None,None,None
938: 0.1,500: 0.07335,None,None,None
938: 0.1,500: 0.07335,None,None,None
500: 0.07335,None,None,None,None
404: 0.09335,None,None,None,None
404: 0.09335,None,None,None,None
404: 0.09335,833: 0.08835,None,None,None
404: 0.09335,833: 0.08835,None,None,None
507: 0.095,404: 0.09335,833: 0.08835,None,None
507: 0.095,404: 0.09335,732: 0.09,833: 0.08835,None
507: 0.095,404: 0.09335,417: 0.09335,732: 0.09,833: 0.08835
40: 0.1,507: 0.095,404: 0.09335,417: 0.09335,732: 0.09
40: 0.1,507: 0.095,404: 0.09335,417: 0.09335,732: 0.09
40: 0.1,507: 0.095,404: 0.09335,417: 0.09335,732: 0.09
40: 0.1,507: 0.095,417: 0.09335,576: 0.09,732: 0.09
40: 0.1,789: 0.1,507: 0.095,417: 0.09335,576: 0.09
40: 0.1,789: 0.1,507: 0.095,417: 0.09335,732: 0.09
40: 0.1,789: 0.1,507: 0.095,417: 0.09335,732: 0.09
40: 0.1,789: 0.1,417: 0.09335,732: 0.09,576: 0.09
789: 0.1,40: 0.1,417: 0.09335,576: 0.09,100: 0.08835
789: 0.1,40: 0.1,576: 0.09,100: 0.08835,714: 0.085
789: 0.1,576: 0.09,100: 0.08835,714: 0.085,868: 0.06335
789: 0.1,100: 0.08835,714: 0.085,None,None
789: 0.1,100: 0.08835,None,None,None
789: 0.1,None,None,None,None
789: 0.1,156: 0.095,265: 0.08835,None,None
789: 0.1,156: 0.095,265: 0.08835,None,None
929: 0.14,789: 0.1,156: 0.095,265: 0.08835,415: 0.07835
929: 0.14,789: 0.1,156: 0.095,732: 0.09,265: 0.08835
929: 0.14,789: 0.1,156: 0.095,676: 0.095,842: 0.095
929: 0.14,915: 0.14,789: 0.1,156: 0.095,676: 0.095
