Suggestion 1, Suggestion 2, Suggestion 3, Suggestion 4, Suggestion 5
434: 0.175,918: 0.175,31: 0.175,919: 0.125,129: 0.125
434: 0.175,918: 0.175,31: 0.175,919: 0.125,129: 0.125
918: 0.175,919: 0.125,70: 0.125,None,None
918: 0.175,919: 0.125,70: 0.125,129: 0.125,None
434: 0.175,31: 0.175,None,None,None
918: 0.175,919: 0.125,70: 0.125,129: 0.125,None
434: 0.175,None,None,None,None
918: 0.175,919: 0.125,None,None,None
434: 0.175,31: 0.175,None,None,None
434: 0.175,31: 0.175,129: 0.125,70: 0.125,None
918: 0.175,31: 0.175,919: 0.125,70: 0.125,129: 0.125
918: 0.175,919: 0.125,70: 0.125,129: 0.125,None
918: 0.175,919: 0.125,None,None,None
434: 0.175,31: 0.175,129: 0.125,None,None
434: 0.175,31: 0.175,129: 0.125,70: 0.125,None
918: 0.175,919: 0.125,70: 0.125,129: 0.125,None
434: 0.175,31: 0.175,None,None,None
434: 0.175,31: 0.175,None,None,None
135: 0.175,None,None,None,None
135: 0.175,None,None,None,None
135: 0.175,None,None,None,None
135: 0.175,None,None,None,None
135: 0.175,905: 0.175,None,None,None
135: 0.175,905: 0.175,None,None,None
135: 0.175,905: 0.175,None,None,None
905: 0.175,135: 0.175,938: 0.175,None,None
905: 0.175,135: 0.175,938: 0.175,500: 0.125,None
905: 0.175,135: 0.175,938: 0.175,500: 0.125,None
905: 0.175,938: 0.175,500: 0.125,None,None
905: 0.175,938: 0.175,500: 0.125,None,None
905: 0.175,938: 0.175,500: 0.125,None,None
905: 0.175,938: 0.175,500: 0.125,None,None
938: 0.175,500: 0.125,None,None,None
938: 0.175,500: 0.125,None,None,None
938: 0.175,500: 0.125,None,None,None
500: 0.125,None,None,None,None
404: 0.175,None,None,None,None
404: 0.175,None,None,None,None
404: 0.175,833: 0.15,None,None,None
404: 0.175,833: 0.15,129: 0.125,None,None
404: 0.175,833: 0.15,129: 0.125,93: 0.125,None
404: 0.175,833: 0.15,732: 0.15,129: 0.125,93: 0.125
404: 0.175,833: 0.15,732: 0.15,417: 0.15,129: 0.125
404: 0.175,833: 0.15,732: 0.15,417: 0.15,40: 0.15
404: 0.175,732: 0.15,833: 0.15,417: 0.15,40: 0.15
404: 0.175,833: 0.15,732: 0.15,417: 0.15,40: 0.15
100: 0.175,732: 0.15,833: 0.15,417: 0.15,40: 0.15
100: 0.175,833: 0.15,732: 0.15,40: 0.15,417: 0.15
100: 0.175,732: 0.15,417: 0.15,40: 0.15,868: 0.125
100: 0.175,732: 0.15,417: 0.15,40: 0.15,868: 0.125
100: 0.175,732: 0.15,417: 0.15,40: 0.15,868: 0.125
100: 0.175,40: 0.15,417: 0.15,868: 0.125,714: 0.125
100: 0.175,40: 0.15,868: 0.125,714: 0.125,None
100: 0.175,868: 0.125,714: 0.125,None,None
100: 0.175,714: 0.125,None,None,None
100: 0.175,None,None,None,None
156: 0.175,265: 0.175,None,None,None
156: 0.175,265: 0.175,8: 0.125,None,None
156: 0.175,265: 0.175,None,None,None
156: 0.175,265: 0.175,None,None,None
156: 0.175,265: 0.175,102: 0.175,100: 0.175,915: 0.175
156: 0.175,265: 0.175,102: 0.175,100: 0.175,842: 0.175
156: 0.175,265: 0.175,102: 0.175,100: 0.175,915: 0.175
102: 0.175,156: 0.175,100: 0.175,915: 0.175,842: 0.175
102: 0.175,156: 0.175,100: 0.175,915: 0.175,842: 0.175
102: 0.175,915: 0.175,100: 0.175,842: 0.175,265: 0.175
102: 0.175,100: 0.175,915: 0.175,842: 0.175,878: 0.175
102: 0.175,100: 0.175,915: 0.175,878: 0.175,842: 0.175
102: 0.175,915: 0.175,100: 0.175,878: 0.175,842: 0.175
102: 0.175,100: 0.175,915: 0.175,878: 0.175,842: 0.175
41: 0.175,915: 0.175,878: 0.175,808: 0.15,614: 0.125
41: 0.175,878: 0.175,808: 0.15,614: 0.125,784: 0.125
41: 0.175,878: 0.175,808: 0.15,614: 0.125,784: 0.125
41: 0.175,878: 0.175,784: 0.125,None,None
41: 0.175,784: 0.125,None,None,None
41: 0.175,784: 0.125,None,None,None
41: 0.175,784: 0.125,None,None,None
833: 0.15,None,None,None,None
842: 0.175,833: 0.15,None,None,None
842: 0.175,833: 0.15,968: 0.15,None,None
842: 0.175,833: 0.15,968: 0.15,None,None
842: 0.175,194: 0.175,833: 0.15,968: 0.15,941: 0.15
842: 0.175,194: 0.175,960: 0.175,833: 0.15,968: 0.15
842: 0.175,194: 0.175,960: 0.175,833: 0.15,968: 0.15
194: 0.175,842: 0.175,960: 0.175,833: 0.15,941: 0.15
960: 0.175,194: 0.175,842: 0.175,833: 0.15,968: 0.15
960: 0.175,194: 0.175,842: 0.175,833: 0.15,968: 0.15
960: 0.175,194: 0.175,842: 0.175,808: 0.15,968: 0.15
960: 0.175,194: 0.175,842: 0.175,501: 0.175,808: 0.15
960: 0.175,194: 0.175,842: 0.175,501: 0.175,808: 0.15
960: 0.175,194: 0.175,842: 0.175,501: 0.175,808: 0.15
960: 0.175,842: 0.175,501: 0.175,808: 0.15,683: 0.15
501: 0.175,842: 0.175,683: 0.15,323: 0.15,556: 0.125
501: 0.175,683: 0.15,556: 0.125,20: 0.125,None
501: 0.175,683: 0.15,556: 0.125,20: 0.125,None
501: 0.175,20: 0.125,556: 0.125,None,None
501: 0.175,20: 0.125,556: 0.125,None,None
501: 0.175,556: 0.125,None,None,None
296: 0.15,16: 0.15,699: 0.125,None,None
