Suggestion 1, Suggestion 2, Suggestion 3, Suggestion 4, Suggestion 5
918: 0.165,122: 0.15,129: 0.145,919: 0.14,70: 0.09
918: 0.165,122: 0.15,129: 0.145,919: 0.14,70: 0.09
918: 0.165,122: 0.15,919: 0.14,None,None
918: 0.165,122: 0.15,919: 0.14,None,None
918: 0.165,122: 0.15,129: 0.145,919: 0.14,70: 0.09
918: 0.165,122: 0.15,919: 0.14,70: 0.09,None
918: 0.165,122: 0.15,129: 0.145,919: 0.14,70: 0.09
None,None,None,None,None
918: 0.165,122: 0.15,129: 0.145,919: 0.14,31: 0.12
918: 0.165,122: 0.15,129: 0.145,919: 0.14,31: 0.12
918: 0.165,122: 0.15,568: 0.15,129: 0.145,919: 0.14
568: 0.15,129: 0.145,31: 0.12,434: 0.105,70: 0.09
568: 0.15,129: 0.145,31: 0.12,434: 0.105,70: 0.09
568: 0.15,129: 0.145,31: 0.12,434: 0.105,332: 0.085
568: 0.15,31: 0.12,434: 0.105,332: 0.085,None
568: 0.15,31: 0.12,434: 0.105,None,None
568: 0.15,31: 0.12,434: 0.105,None,None
568: 0.15,31: 0.12,434: 0.105,None,None
568: 0.15,434: 0.105,None,None,None
568: 0.15,None,None,None,None
135: 0.115,507: 0.11,None,None,None
135: 0.115,507: 0.11,None,None,None
135: 0.115,507: 0.11,None,None,None
135: 0.115,507: 0.11,None,None,None
135: 0.115,507: 0.11,905: 0.09,None,None
135: 0.115,507: 0.11,905: 0.09,None,None
135: 0.115,507: 0.11,905: 0.09,None,None
135: 0.115,507: 0.11,905: 0.09,None,None
135: 0.115,507: 0.11,500: 0.095,905: 0.09,None
135: 0.115,507: 0.11,500: 0.095,905: 0.09,None
500: 0.095,905: 0.09,None,None,None
500: 0.095,905: 0.09,None,None,None
500: 0.095,905: 0.09,None,None,None
500: 0.095,905: 0.09,None,None,None
500: 0.095,None,None,None,None
500: 0.095,None,None,None,None
500: 0.095,None,None,None,None
500: 0.095,None,None,None,None
404: 0.1,None,None,None,None
404: 0.1,None,None,None,None
833: 0.11,404: 0.1,None,None,None
129: 0.145,833: 0.11,404: 0.1,None,None
129: 0.145,833: 0.11,507: 0.11,93: 0.105,404: 0.1
732: 0.15,129: 0.145,833: 0.11,507: 0.11,93: 0.105
732: 0.15,129: 0.145,833: 0.11,507: 0.11,417: 0.11
732: 0.15,129: 0.145,576: 0.145,40: 0.115,833: 0.11
732: 0.15,129: 0.145,576: 0.145,40: 0.115,833: 0.11
732: 0.15,129: 0.145,576: 0.145,714: 0.135,40: 0.115
732: 0.15,576: 0.145,129: 0.145,714: 0.135,40: 0.115
732: 0.15,576: 0.145,129: 0.145,714: 0.135,40: 0.115
732: 0.15,576: 0.145,129: 0.145,714: 0.135,40: 0.115
732: 0.15,576: 0.145,714: 0.135,40: 0.115,789: 0.115
732: 0.15,576: 0.145,714: 0.135,40: 0.115,789: 0.115
576: 0.145,714: 0.135,789: 0.115,40: 0.115,417: 0.11
576: 0.145,714: 0.135,789: 0.115,40: 0.115,100: 0.105
576: 0.145,714: 0.135,789: 0.115,100: 0.105,868: 0.095
714: 0.135,789: 0.115,100: 0.105,None,None
789: 0.115,100: 0.105,None,None,None
789: 0.115,None,None,None,None
789: 0.115,265: 0.095,None,None,None
789: 0.115,265: 0.095,None,None,None
929: 0.155,789: 0.115,415: 0.105,265: 0.095,None
929: 0.155,732: 0.15,789: 0.115,415: 0.105,265: 0.095
929: 0.155,676: 0.155,732: 0.15,545: 0.15,789: 0.115
929: 0.155,676: 0.155,732: 0.15,545: 0.15,915: 0.14
929: 0.155,676: 0.155,732: 0.15,545: 0.15,915: 0.14
676: 0.155,929: 0.155,545: 0.15,732: 0.15,915: 0.14
929: 0.155,676: 0.155,545: 0.15,732: 0.15,915: 0.14
676: 0.155,929: 0.155,545: 0.15,732: 0.15,915: 0.14
929: 0.155,676: 0.155,545: 0.15,732: 0.15,915: 0.14
929: 0.155,676: 0.155,545: 0.15,732: 0.15,915: 0.14
676: 0.155,545: 0.15,732: 0.15,915: 0.14,784: 0.135
676: 0.155,545: 0.15,915: 0.14,784: 0.135,614: 0.13
915: 0.14,784: 0.135,614: 0.13,878: 0.115,808: 0.11
784: 0.135,614: 0.13,878: 0.115,808: 0.11,507: 0.11
784: 0.135,614: 0.13,878: 0.115,507: 0.11,808: 0.11
784: 0.135,878: 0.115,507: 0.11,41: 0.105,812: 0.085
784: 0.135,878: 0.115,507: 0.11,41: 0.105,812: 0.085
784: 0.135,878: 0.115,507: 0.11,41: 0.105,812: 0.085
784: 0.135,878: 0.115,507: 0.11,41: 0.105,None
833: 0.11,43: 0.105,None,None,None
712: 0.17,842: 0.115,833: 0.11,43: 0.105,488: 0.105
782: 0.175,712: 0.17,842: 0.115,911: 0.115,833: 0.11
782: 0.175,712: 0.17,842: 0.115,911: 0.115,162: 0.115
782: 0.175,712: 0.17,692: 0.16,576: 0.145,993: 0.13
782: 0.175,712: 0.17,692: 0.16,658: 0.15,576: 0.145
782: 0.175,712: 0.17,692: 0.16,658: 0.15,576: 0.145
782: 0.175,712: 0.17,692: 0.16,658: 0.15,576: 0.145
782: 0.175,712: 0.17,692: 0.16,683: 0.155,658: 0.15
782: 0.175,712: 0.17,692: 0.16,683: 0.155,658: 0.15
782: 0.175,712: 0.17,692: 0.16,683: 0.155,658: 0.15
782: 0.175,692: 0.16,683: 0.155,658: 0.15,576: 0.145
782: 0.175,692: 0.16,683: 0.155,658: 0.15,576: 0.145
782: 0.175,692: 0.16,683: 0.155,658: 0.15,576: 0.145
782: 0.175,683: 0.155,658: 0.15,576: 0.145,556: 0.14
782: 0.175,683: 0.155,576: 0.145,556: 0.14,842: 0.115
782: 0.175,683: 0.155,576: 0.145,556: 0.14,43: 0.105
782: 0.175,683: 0.155,576: 0.145,556: 0.14,501: 0.095
556: 0.14,501: 0.095,868: 0.095,20: 0.075,None
556: 0.14,501: 0.095,868: 0.095,20: 0.075,None
556: 0.14,501: 0.095,868: 0.095,None,None
