Suggestion 1, Suggestion 2, Suggestion 3, Suggestion 4, Suggestion 5
918: 0.15835,919: 0.13335,129: 0.13335,70: 0.08335,None
31: 0.125,434: 0.11665,None,None,None
129: 0.13335,31: 0.125,434: 0.11665,70: 0.08335,None
918: 0.15835,919: 0.13335,129: 0.13335,70: 0.08335,None
918: 0.15835,919: 0.13335,129: 0.13335,70: 0.08335,None
918: 0.15835,919: 0.13335,None,None,None
129: 0.13335,31: 0.125,434: 0.11665,None,None
918: 0.15835,919: 0.13335,129: 0.13335,31: 0.125,70: 0.08335
918: 0.15835,919: 0.13335,None,None,None
31: 0.125,434: 0.11665,None,None,None
918: 0.15835,919: 0.13335,129: 0.13335,70: 0.08335,None
434: 0.11665,None,None,None,None
918: 0.15835,919: 0.13335,129: 0.13335,31: 0.125,434: 0.11665
129: 0.13335,31: 0.125,434: 0.11665,70: 0.08335,None
918: 0.15835,919: 0.13335,129: 0.13335,31: 0.125,434: 0.11665
918: 0.15835,919: 0.13335,70: 0.08335,None,None
31: 0.125,434: 0.11665,None,None,None
135: 0.10835,None,None,None,None
31: 0.125,434: 0.11665,None,None,None
135: 0.10835,None,None,None,None
135: 0.10835,None,None,None,None
135: 0.10835,None,None,None,None
135: 0.10835,None,None,None,None
135: 0.10835,None,None,None,None
135: 0.10835,None,None,None,None
135: 0.10835,938: 0.10835,None,None,None
135: 0.10835,938: 0.10835,500: 0.09165,None,None
135: 0.10835,938: 0.10835,500: 0.09165,None,None
938: 0.10835,500: 0.09165,None,None,None
938: 0.10835,500: 0.09165,None,None,None
938: 0.10835,500: 0.09165,None,None,None
938: 0.10835,500: 0.09165,None,None,None
938: 0.10835,500: 0.09165,None,None,None
938: 0.10835,500: 0.09165,None,None,None
938: 0.10835,500: 0.09165,None,None,None
500: 0.09165,None,None,None,None
404: 0.1,None,None,None,None
404: 0.1,None,None,None,None
404: 0.1,833: 0.1,None,None,None
129: 0.13335,404: 0.1,833: 0.1,None,None
129: 0.13335,404: 0.1,833: 0.1,93: 0.1,None
129: 0.13335,833: 0.1,404: 0.1,93: 0.1,732: 0.09165
129: 0.13335,404: 0.1,833: 0.1,93: 0.1,732: 0.09165
129: 0.13335,404: 0.1,833: 0.1,93: 0.1,40: 0.1
129: 0.13335,404: 0.1,833: 0.1,93: 0.1,40: 0.1
129: 0.13335,404: 0.1,833: 0.1,93: 0.1,40: 0.1
129: 0.13335,100: 0.11665,833: 0.1,93: 0.1,40: 0.1
129: 0.13335,100: 0.11665,833: 0.1,93: 0.1,40: 0.1
129: 0.13335,100: 0.11665,93: 0.1,40: 0.1,714: 0.09165
100: 0.11665,93: 0.1,40: 0.1,714: 0.09165,732: 0.09165
100: 0.11665,40: 0.1,714: 0.09165,732: 0.09165,417: 0.09165
100: 0.11665,40: 0.1,714: 0.09165,417: 0.09165,868: 0.08335
100: 0.11665,40: 0.1,714: 0.09165,868: 0.08335,None
100: 0.11665,714: 0.09165,868: 0.08335,None,None
100: 0.11665,714: 0.09165,None,None,None
100: 0.11665,None,None,None,None
156: 0.10835,None,None,None,None
156: 0.10835,None,None,None,None
156: 0.10835,8: 0.09165,None,None,None
156: 0.10835,None,None,None,None
