Suggestion 1, Suggestion 2, Suggestion 3, Suggestion 4, Suggestion 5
4931: 0.09,None,None,None,None
4931: 0.09,None,None,None,None
4931: 0.09,None,None,None,None
4931: 0.09,None,None,None,None
4931: 0.09,None,None,None,None
4931: 0.09,None,None,None,None
4931: 0.09,None,None,None,None
4931: 0.09,None,None,None,None
4931: 0.09,None,None,None,None
4931: 0.09,None,None,None,None
538: 0.13,4931: 0.09,9106: 0.07335,None,None
538: 0.13,618: 0.13,4931: 0.09,9106: 0.07335,None
538: 0.13,618: 0.13,4931: 0.09,9106: 0.07335,None
538: 0.13,618: 0.13,4931: 0.09,480: 0.09,7364: 0.09
618: 0.13,538: 0.13,4931: 0.09,480: 0.09,7364: 0.09
618: 0.13,538: 0.13,4931: 0.09,480: 0.09,7364: 0.09
618: 0.13,538: 0.13,1438: 0.11335,4931: 0.09,480: 0.09
618: 0.13,538: 0.13,1438: 0.11335,4931: 0.09,480: 0.09
618: 0.13,538: 0.13,1438: 0.11335,4931: 0.09,233: 0.09
618: 0.13,538: 0.13,1438: 0.11335,4931: 0.09,345: 0.09
618: 0.13,1438: 0.11335,345: 0.09,8228: 0.09,4931: 0.09
1438: 0.11335,4940: 0.09,8270: 0.09,8301: 0.09,232: 0.09
1438: 0.11335,8270: 0.09,4940: 0.09,8301: 0.09,232: 0.09
1438: 0.11335,8301: 0.09,232: 0.09,8069: 0.09,396: 0.09
1438: 0.11335,8301: 0.09,6021: 0.09,396: 0.09,8069: 0.09
1438: 0.11335,6021: 0.09,8301: 0.09,396: 0.09,8069: 0.09
6021: 0.09,8260: 0.09,5959: 0.09,8228: 0.09,9102: 0.07335
6021: 0.09,8020: 0.07335,9102: 0.07335,None,None
6021: 0.09,8020: 0.07335,9102: 0.07335,None,None
6021: 0.09,9102: 0.07335,None,None,None
6021: 0.09,None,None,None,None
8609: 0.10665,8270: 0.09,342: 0.09,5005: 0.07335,226: 0.07335
8609: 0.10665,8270: 0.09,342: 0.09,7364: 0.09,4931: 0.09
4920: 0.13,8609: 0.10665,8270: 0.09,342: 0.09,7364: 0.09
4920: 0.13,1693: 0.11,8609: 0.10665,8270: 0.09,342: 0.09
4920: 0.13,2853: 0.11335,1693: 0.11,8609: 0.10665,8270: 0.09
4920: 0.13,2853: 0.11335,3805: 0.11335,1693: 0.11,8609: 0.10665
121: 0.14,4920: 0.13,2853: 0.11335,3805: 0.11335,1693: 0.11
121: 0.14,4920: 0.13,2853: 0.11335,3805: 0.11335,1693: 0.11
121: 0.14,4920: 0.13,2853: 0.11335,3805: 0.11335,1693: 0.11
121: 0.14,4920: 0.13,7621: 0.13,2853: 0.11335,3805: 0.11335
121: 0.14,5109: 0.14,4552: 0.14,4920: 0.13,7621: 0.13
121: 0.14,5109: 0.14,4552: 0.14,4920: 0.13,7621: 0.13
121: 0.14,5109: 0.14,4552: 0.14,7621: 0.13,4912: 0.13
121: 0.14,5109: 0.14,4552: 0.14,7621: 0.13,4912: 0.13
121: 0.14,5109: 0.14,4552: 0.14,4912: 0.13,4920: 0.13
121: 0.14,5109: 0.14,4552: 0.14,4912: 0.13,4920: 0.13
121: 0.14,5109: 0.14,4552: 0.14,4912: 0.13,4920: 0.13
121: 0.14,5109: 0.14,4552: 0.14,4912: 0.13,4920: 0.13
121: 0.14,5109: 0.14,4552: 0.14,4912: 0.13,4920: 0.13
121: 0.14,5109: 0.14,4552: 0.14,4912: 0.13,4920: 0.13
121: 0.14,4912: 0.13,4920: 0.13,8281: 0.11,3758: 0.11
9494: 0.14,8164: 0.09,4893: 0.09,None,None
9494: 0.14,880: 0.14,9375: 0.14,4552: 0.14,5023: 0.13
95: 0.14665,9494: 0.14,880: 0.14,9375: 0.14,4552: 0.14
95: 0.14665,9494: 0.14,880: 0.14,9375: 0.14,4552: 0.14
115: 0.18,95: 0.14665,880: 0.14,9494: 0.14,9375: 0.14
115: 0.18,4604: 0.18,95: 0.14665,880: 0.14,9494: 0.14
115: 0.18,4604: 0.18,95: 0.14665,880: 0.14,9494: 0.14
115: 0.18,4604: 0.18,95: 0.14665,880: 0.14,9494: 0.14
115: 0.18,4604: 0.18,5387: 0.16,95: 0.14665,880: 0.14
115: 0.18,4604: 0.18,5387: 0.16,95: 0.14665,880: 0.14
115: 0.18,4604: 0.18,5387: 0.16,95: 0.14665,880: 0.14
115: 0.18,4604: 0.18,5387: 0.16,95: 0.14665,4816: 0.14
115: 0.18,4604: 0.18,5387: 0.16,9667: 0.14,9669: 0.14
4604: 0.18,115: 0.18,5387: 0.16,9246: 0.14,9667: 0.14
4604: 0.18,5387: 0.16,7702: 0.14,9246: 0.14,9667: 0.14
5387: 0.16,4816: 0.14,9246: 0.14,9667: 0.14,7702: 0.14
5387: 0.16,9667: 0.14,4816: 0.14,7702: 0.14,7210: 0.11
5387: 0.16,4816: 0.14,7702: 0.14,7653: 0.10665,8589: 0.10665
5387: 0.16,7702: 0.14,8589: 0.10665,7653: 0.10665,5959: 0.09
5387: 0.16,5959: 0.09,5729: 0.09,4931: 0.09,4893: 0.09
5387: 0.16,5729: 0.09,4931: 0.09,431: 0.09,8792: 0.09
5387: 0.16,3674: 0.15,4818: 0.14,4701: 0.14,4920: 0.13
5387: 0.16,3674: 0.15,3881: 0.15,4818: 0.14,4701: 0.14
7813: 0.18,5387: 0.16,3674: 0.15,3881: 0.15,4818: 0.14
7813: 0.18,5387: 0.16,3674: 0.15,3881: 0.15,4818: 0.14
7813: 0.18,5387: 0.16,109: 0.16,3881: 0.15,3674: 0.15
7813: 0.18,4807: 0.18,910: 0.18,5387: 0.16,109: 0.16
7813: 0.18,4807: 0.18,910: 0.18,5387: 0.16,109: 0.16
7813: 0.18,4807: 0.18,910: 0.18,109: 0.16,5387: 0.16
4807: 0.18,7813: 0.18,910: 0.18,5387: 0.16,109: 0.16
4807: 0.18,7813: 0.18,910: 0.18,5387: 0.16,109: 0.16
4807: 0.18,7813: 0.18,910: 0.18,7677: 0.18,5387: 0.16
4807: 0.18,7813: 0.18,910: 0.18,7677: 0.18,5387: 0.16
4807: 0.18,910: 0.18,7677: 0.18,5387: 0.16,109: 0.16
7677: 0.18,910: 0.18,4807: 0.18,5387: 0.16,109: 0.16
7677: 0.18,910: 0.18,4807: 0.18,5387: 0.16,9767: 0.16
7677: 0.18,5387: 0.16,9767: 0.16,3881: 0.15,3651: 0.15
7677: 0.18,9767: 0.16,5387: 0.16,3881: 0.15,3651: 0.15
7677: 0.18,9767: 0.16,5387: 0.16,3881: 0.15,3651: 0.15
7677: 0.18,9767: 0.16,5387: 0.16,3881: 0.15,3651: 0.15
7677: 0.18,5387: 0.16,9767: 0.16,3881: 0.15,3651: 0.15
9767: 0.16,3881: 0.15,5109: 0.14,4742: 0.14,8608: 0.14
