Suggestion 1, Suggestion 2, Suggestion 3, Suggestion 4, Suggestion 5
918: 0.175,919: 0.15,129: 0.125,70: 0.1,None
434: 0.125,31: 0.125,None,None,None
918: 0.175,919: 0.15,434: 0.125,129: 0.125,31: 0.125
918: 0.175,919: 0.15,None,None,None
434: 0.125,31: 0.125,None,None,None
918: 0.175,919: 0.15,129: 0.125,70: 0.1,None
918: 0.175,919: 0.15,70: 0.1,None,None
434: 0.125,31: 0.125,None,None,None
918: 0.175,919: 0.15,129: 0.125,70: 0.1,None
434: 0.125,31: 0.125,None,None,None
434: 0.125,129: 0.125,31: 0.125,70: 0.1,None
918: 0.175,919: 0.15,434: 0.125,129: 0.125,31: 0.125
918: 0.175,919: 0.15,129: 0.125,31: 0.125,70: 0.1
434: 0.125,31: 0.125,129: 0.125,70: 0.1,None
918: 0.175,919: 0.15,None,None,None
434: 0.125,31: 0.125,129: 0.125,None,None
918: 0.175,919: 0.15,129: 0.125,70: 0.1,None
434: 0.125,None,None,None,None
135: 0.1,None,None,None,None
135: 0.1,None,None,None,None
135: 0.1,None,None,None,None
135: 0.1,None,None,None,None
135: 0.1,905: 0.08335,None,None,None
135: 0.1,905: 0.08335,None,None,None
135: 0.1,905: 0.08335,None,None,None
135: 0.1,905: 0.08335,None,None,None
500: 0.10835,135: 0.1,905: 0.08335,None,None
500: 0.10835,135: 0.1,905: 0.08335,None,None
500: 0.10835,905: 0.08335,None,None,None
500: 0.10835,905: 0.08335,None,None,None
500: 0.10835,905: 0.08335,None,None,None
500: 0.10835,905: 0.08335,None,None,None
500: 0.10835,None,None,None,None
500: 0.10835,None,None,None,None
500: 0.10835,None,None,None,None
500: 0.10835,None,None,None,None
404: 0.08335,None,None,None,None
404: 0.08335,None,None,None,None
404: 0.08335,833: 0.08335,None,None,None
129: 0.125,404: 0.08335,833: 0.08335,None,None
129: 0.125,93: 0.10835,404: 0.08335,833: 0.08335,None
129: 0.125,93: 0.10835,732: 0.1,833: 0.08335,404: 0.08335
129: 0.125,93: 0.10835,732: 0.1,404: 0.08335,833: 0.08335
129: 0.125,40: 0.125,93: 0.10835,732: 0.1,404: 0.08335
129: 0.125,40: 0.125,93: 0.10835,732: 0.1,404: 0.08335
129: 0.125,40: 0.125,714: 0.125,93: 0.10835,732: 0.1
129: 0.125,40: 0.125,714: 0.125,93: 0.10835,100: 0.10835
129: 0.125,40: 0.125,714: 0.125,93: 0.10835,100: 0.10835
714: 0.125,129: 0.125,40: 0.125,93: 0.10835,100: 0.10835
714: 0.125,40: 0.125,93: 0.10835,100: 0.10835,732: 0.1
714: 0.125,40: 0.125,100: 0.10835,732: 0.1,417: 0.08335
714: 0.125,40: 0.125,100: 0.10835,417: 0.08335,868: 0.05835
714: 0.125,40: 0.125,100: 0.10835,868: 0.05835,None
714: 0.125,100: 0.10835,868: 0.05835,None,None
714: 0.125,100: 0.10835,None,None,None
100: 0.10835,None,None,None,None
156: 0.125,265: 0.10835,None,None,None
156: 0.125,265: 0.10835,None,None,None
156: 0.125,8: 0.125,265: 0.10835,None,None
156: 0.125,265: 0.10835,None,None,None
156: 0.125,8: 0.125,842: 0.125,265: 0.10835,102: 0.10835
915: 0.15,156: 0.125,8: 0.125,842: 0.125,265: 0.10835
915: 0.15,156: 0.125,8: 0.125,842: 0.125,265: 0.10835
915: 0.15,156: 0.125,842: 0.125,8: 0.125,808: 0.125
915: 0.15,156: 0.125,842: 0.125,8: 0.125,808: 0.125
915: 0.15,842: 0.125,8: 0.125,156: 0.125,808: 0.125
915: 0.15,808: 0.125,842: 0.125,8: 0.125,878: 0.125
784: 0.175,915: 0.15,808: 0.125,878: 0.125,842: 0.125
784: 0.175,915: 0.15,808: 0.125,878: 0.125,842: 0.125
784: 0.175,915: 0.15,808: 0.125,878: 0.125,842: 0.125
784: 0.175,915: 0.15,41: 0.125,808: 0.125,878: 0.125
784: 0.175,41: 0.125,808: 0.125,878: 0.125,614: 0.1
784: 0.175,41: 0.125,808: 0.125,878: 0.125,614: 0.1
784: 0.175,41: 0.125,878: 0.125,None,None
784: 0.175,41: 0.125,None,None,None
784: 0.175,41: 0.125,None,None,None
784: 0.175,41: 0.125,None,None,None
833: 0.08335,None,None,None,None
842: 0.125,833: 0.08335,None,None,None
782: 0.175,842: 0.125,833: 0.08335,968: 0.075,None
782: 0.175,842: 0.125,833: 0.08335,968: 0.075,None
782: 0.175,194: 0.14165,842: 0.125,941: 0.125,833: 0.08335
782: 0.175,194: 0.14165,842: 0.125,941: 0.125,808: 0.125
782: 0.175,194: 0.14165,323: 0.14165,842: 0.125,941: 0.125
782: 0.175,194: 0.14165,323: 0.14165,941: 0.125,842: 0.125
782: 0.175,194: 0.14165,323: 0.14165,808: 0.125,941: 0.125
782: 0.175,194: 0.14165,323: 0.14165,808: 0.125,941: 0.125
782: 0.175,194: 0.14165,323: 0.14165,808: 0.125,941: 0.125
782: 0.175,194: 0.14165,323: 0.14165,808: 0.125,941: 0.125
782: 0.175,194: 0.14165,323: 0.14165,808: 0.125,941: 0.125
782: 0.175,194: 0.14165,323: 0.14165,808: 0.125,683: 0.125
782: 0.175,323: 0.14165,808: 0.125,683: 0.125,842: 0.125
782: 0.175,323: 0.14165,683: 0.125,501: 0.125,842: 0.125
782: 0.175,683: 0.125,501: 0.125,556: 0.1,20: 0.05835
782: 0.175,683: 0.125,501: 0.125,556: 0.1,20: 0.05835
501: 0.125,556: 0.1,20: 0.05835,None,None
