Suggestion 1, Suggestion 2, Suggestion 3, Suggestion 4, Suggestion 5
721: 0.175,918: 0.175,122: 0.15,919: 0.125,129: 0.125
721: 0.175,918: 0.175,122: 0.15,919: 0.125,129: 0.125
721: 0.175,918: 0.175,122: 0.15,919: 0.125,129: 0.125
721: 0.175,918: 0.175,122: 0.15,919: 0.125,None
721: 0.175,918: 0.175,122: 0.15,919: 0.125,None
721: 0.175,918: 0.175,122: 0.15,919: 0.125,70: 0.075
721: 0.175,None,None,None,None
721: 0.175,918: 0.175,122: 0.15,919: 0.125,129: 0.125
721: 0.175,918: 0.175,122: 0.15,919: 0.125,129: 0.125
721: 0.175,918: 0.175,122: 0.15,919: 0.125,129: 0.125
918: 0.175,568: 0.175,122: 0.15,919: 0.125,129: 0.125
568: 0.175,434: 0.125,129: 0.125,31: 0.125,70: 0.075
568: 0.175,434: 0.125,31: 0.125,129: 0.125,70: 0.075
568: 0.175,31: 0.125,129: 0.125,434: 0.125,332: 0.075
568: 0.175,31: 0.125,434: 0.125,332: 0.075,None
568: 0.175,31: 0.125,434: 0.125,None,None
568: 0.175,434: 0.125,31: 0.125,None,None
568: 0.175,31: 0.125,434: 0.125,None,None
568: 0.175,434: 0.125,None,None,None
568: 0.175,None,None,None,None
135: 0.125,507: 0.1,None,None,None
135: 0.125,507: 0.1,None,None,None
135: 0.125,507: 0.1,None,None,None
135: 0.125,507: 0.1,None,None,None
135: 0.125,905: 0.125,507: 0.1,None,None
135: 0.125,905: 0.125,507: 0.1,None,None
135: 0.125,905: 0.125,507: 0.1,None,None
135: 0.125,905: 0.125,938: 0.125,507: 0.1,None
135: 0.125,905: 0.125,938: 0.125,507: 0.1,500: 0.075
135: 0.125,905: 0.125,938: 0.125,507: 0.1,500: 0.075
905: 0.125,938: 0.125,500: 0.075,None,None
938: 0.125,905: 0.125,500: 0.075,None,None
905: 0.125,938: 0.125,500: 0.075,None,None
905: 0.125,938: 0.125,500: 0.075,None,None
938: 0.125,500: 0.075,None,None,None
938: 0.125,500: 0.075,None,None,None
938: 0.125,500: 0.075,None,None,None
500: 0.075,None,None,None,None
404: 0.125,None,None,None,None
404: 0.125,None,None,None,None
404: 0.125,833: 0.1,None,None,None
404: 0.125,129: 0.125,833: 0.1,None,None
404: 0.125,129: 0.125,833: 0.1,507: 0.1,93: 0.075
732: 0.15,404: 0.125,129: 0.125,833: 0.1,507: 0.1
732: 0.15,404: 0.125,129: 0.125,833: 0.1,507: 0.1
732: 0.15,404: 0.125,129: 0.125,576: 0.125,833: 0.1
732: 0.15,404: 0.125,129: 0.125,576: 0.125,833: 0.1
732: 0.15,404: 0.125,129: 0.125,576: 0.125,714: 0.125
732: 0.15,576: 0.125,129: 0.125,714: 0.125,100: 0.125
732: 0.15,576: 0.125,129: 0.125,714: 0.125,100: 0.125
732: 0.15,714: 0.125,576: 0.125,129: 0.125,100: 0.125
732: 0.15,714: 0.125,100: 0.125,576: 0.125,789: 0.125
732: 0.15,714: 0.125,100: 0.125,789: 0.125,576: 0.125
576: 0.125,714: 0.125,100: 0.125,789: 0.125,417: 0.1
576: 0.125,714: 0.125,100: 0.125,789: 0.125,40: 0.1
576: 0.125,714: 0.125,100: 0.125,789: 0.125,868: 0.075
714: 0.125,100: 0.125,789: 0.125,None,None
100: 0.125,789: 0.125,None,None,None
789: 0.125,None,None,None,None
156: 0.125,265: 0.125,789: 0.125,None,None
156: 0.125,265: 0.125,789: 0.125,None,None
929: 0.15,156: 0.125,265: 0.125,789: 0.125,415: 0.1
929: 0.15,732: 0.15,156: 0.125,265: 0.125,789: 0.125
676: 0.175,929: 0.15,732: 0.15,545: 0.15,156: 0.125
676: 0.175,915: 0.175,929: 0.15,732: 0.15,545: 0.15
676: 0.175,915: 0.175,732: 0.15,929: 0.15,545: 0.15
676: 0.175,915: 0.175,545: 0.15,732: 0.15,929: 0.15
676: 0.175,915: 0.175,929: 0.15,545: 0.15,732: 0.15
676: 0.175,915: 0.175,545: 0.15,732: 0.15,929: 0.15
676: 0.175,915: 0.175,929: 0.15,545: 0.15,732: 0.15
676: 0.175,915: 0.175,929: 0.15,545: 0.15,732: 0.15
676: 0.175,915: 0.175,545: 0.15,732: 0.15,614: 0.125
676: 0.175,915: 0.175,545: 0.15,614: 0.125,878: 0.125
915: 0.175,614: 0.125,878: 0.125,784: 0.125,910: 0.125
614: 0.125,878: 0.125,784: 0.125,41: 0.125,740: 0.125
41: 0.125,878: 0.125,784: 0.125,614: 0.125,740: 0.125
878: 0.125,784: 0.125,41: 0.125,740: 0.125,507: 0.1
784: 0.125,878: 0.125,41: 0.125,740: 0.125,507: 0.1
784: 0.125,878: 0.125,41: 0.125,740: 0.125,507: 0.1
878: 0.125,784: 0.125,41: 0.125,507: 0.1,None
43: 0.1,833: 0.1,None,None,None
712: 0.15,842: 0.125,43: 0.1,833: 0.1,488: 0.1
712: 0.15,782: 0.15,842: 0.125,911: 0.125,351: 0.125
712: 0.15,782: 0.15,842: 0.125,911: 0.125,351: 0.125
712: 0.15,782: 0.15,692: 0.15,842: 0.125,911: 0.125
712: 0.15,782: 0.15,692: 0.15,658: 0.15,911: 0.125
782: 0.15,712: 0.15,692: 0.15,658: 0.15,842: 0.125
692: 0.15,712: 0.15,782: 0.15,658: 0.15,993: 0.125
658: 0.15,692: 0.15,712: 0.15,782: 0.15,683: 0.15
712: 0.15,782: 0.15,658: 0.15,692: 0.15,683: 0.15
721: 0.175,692: 0.15,658: 0.15,712: 0.15,782: 0.15
721: 0.175,683: 0.15,782: 0.15,658: 0.15,692: 0.15
721: 0.175,658: 0.15,692: 0.15,683: 0.15,782: 0.15
721: 0.175,782: 0.15,683: 0.15,658: 0.15,692: 0.15
721: 0.175,683: 0.15,658: 0.15,782: 0.15,501: 0.125
721: 0.175,683: 0.15,782: 0.15,842: 0.125,501: 0.125
721: 0.175,683: 0.15,782: 0.15,501: 0.125,576: 0.125
721: 0.175,683: 0.15,782: 0.15,501: 0.125,576: 0.125
721: 0.175,501: 0.125,556: 0.125,868: 0.075,20: 0.075
721: 0.175,501: 0.125,556: 0.125,20: 0.075,868: 0.075
501: 0.125,556: 0.125,868: 0.075,None,None
16: 0.15,699: 0.125,43: 0.1,296: 0.1,962: 0.1
16: 0.15,732: 0.15,699: 0.125,993: 0.125,43: 0.1
16: 0.15,732: 0.15,712: 0.15,699: 0.125,993: 0.125
16: 0.15,732: 0.15,712: 0.15,713: 0.15,699: 0.125
670: 0.175,676: 0.175,732: 0.15,16: 0.15,712: 0.15
670: 0.175,676: 0.175,712: 0.15,16: 0.15,732: 0.15
670: 0.175,676: 0.175,654: 0.175,712: 0.15,713: 0.15
670: 0.175,676: 0.175,654: 0.175,712: 0.15,713: 0.15
676: 0.175,670: 0.175,654: 0.175,712: 0.15,942: 0.15
676: 0.175,670: 0.175,654: 0.175,712: 0.15,713: 0.15
676: 0.175,670: 0.175,654: 0.175,712: 0.15,713: 0.15
676: 0.175,670: 0.175,654: 0.175,876: 0.175,592: 0.175
676: 0.175,670: 0.175,654: 0.175,876: 0.175,592: 0.175
676: 0.175,670: 0.175,654: 0.175,876: 0.175,592: 0.175
876: 0.175,654: 0.175,592: 0.175,658: 0.15,942: 0.15
876: 0.175,654: 0.175,592: 0.175,658: 0.15,121: 0.15
592: 0.175,876: 0.175,712: 0.15,658: 0.15,121: 0.15
876: 0.175,592: 0.175,658: 0.15,121: 0.15,712: 0.15
876: 0.175,592: 0.175,712: 0.15,752: 0.125,789: 0.125
876: 0.175,592: 0.175,712: 0.15,921: 0.125,38: 0.125
592: 0.175,876: 0.175,752: 0.125,789: 0.125,38: 0.125
721: 0.175,389: 0.175,121: 0.15,618: 0.15,501: 0.125
721: 0.175,389: 0.175,138: 0.175,121: 0.15,618: 0.15
721: 0.175,389: 0.175,138: 0.175,121: 0.15,618: 0.15
721: 0.175,389: 0.175,138: 0.175,121: 0.15,618: 0.15
138: 0.175,721: 0.175,389: 0.175,121: 0.15,618: 0.15
138: 0.175,721: 0.175,389: 0.175,654: 0.175,557: 0.175
138: 0.175,721: 0.175,389: 0.175,654: 0.175,557: 0.175
