Suggestion 1, Suggestion 2, Suggestion 3, Suggestion 4, Suggestion 5
918: 0.175,919: 0.15,122: 0.15,721: 0.125,332: 0.125
918: 0.175,919: 0.15,122: 0.15,721: 0.125,332: 0.125
918: 0.175,919: 0.15,122: 0.15,721: 0.125,None
918: 0.175,919: 0.15,122: 0.15,721: 0.125,70: 0.1
918: 0.175,919: 0.15,122: 0.15,721: 0.125,332: 0.125
918: 0.175,919: 0.15,122: 0.15,721: 0.125,None
721: 0.125,None,None,None,None
918: 0.175,919: 0.15,122: 0.15,721: 0.125,129: 0.125
918: 0.175,919: 0.15,122: 0.15,332: 0.125,721: 0.125
918: 0.175,919: 0.15,122: 0.15,332: 0.125,721: 0.125
918: 0.175,122: 0.15,919: 0.15,332: 0.125,129: 0.125
434: 0.125,129: 0.125,31: 0.125,332: 0.125,70: 0.1
434: 0.125,31: 0.125,129: 0.125,332: 0.125,70: 0.1
332: 0.125,31: 0.125,129: 0.125,434: 0.125,568: 0.1
332: 0.125,31: 0.125,434: 0.125,568: 0.1,None
31: 0.125,434: 0.125,568: 0.1,None,None
434: 0.125,31: 0.125,568: 0.1,None,None
31: 0.125,434: 0.125,568: 0.1,None,None
434: 0.125,568: 0.1,None,None,None
568: 0.1,None,None,None,None
135: 0.1,507: 0.1,None,None,None
135: 0.1,507: 0.1,None,None,None
135: 0.1,507: 0.1,None,None,None
135: 0.1,507: 0.1,None,None,None
135: 0.1,507: 0.1,905: 0.08335,None,None
135: 0.1,507: 0.1,905: 0.08335,None,None
135: 0.1,507: 0.1,905: 0.08335,None,None
135: 0.1,507: 0.1,905: 0.08335,None,None
500: 0.10835,135: 0.1,507: 0.1,905: 0.08335,None
500: 0.10835,135: 0.1,507: 0.1,905: 0.08335,None
500: 0.10835,905: 0.08335,None,None,None
500: 0.10835,905: 0.08335,None,None,None
500: 0.10835,905: 0.08335,None,None,None
500: 0.10835,905: 0.08335,None,None,None
500: 0.10835,None,None,None,None
500: 0.10835,None,None,None,None
500: 0.10835,None,None,None,None
500: 0.10835,None,None,None,None
404: 0.08335,None,None,None,None
404: 0.08335,None,None,None,None
404: 0.08335,833: 0.08335,None,None,None
129: 0.125,404: 0.08335,833: 0.08335,None,None
129: 0.125,93: 0.10835,507: 0.1,404: 0.08335,833: 0.08335
129: 0.125,93: 0.10835,507: 0.1,732: 0.1,833: 0.08335
129: 0.125,93: 0.10835,507: 0.1,732: 0.1,833: 0.08335
129: 0.125,576: 0.125,40: 0.125,93: 0.10835,507: 0.1
129: 0.125,576: 0.125,40: 0.125,93: 0.10835,507: 0.1
129: 0.125,576: 0.125,40: 0.125,714: 0.125,93: 0.10835
576: 0.125,40: 0.125,129: 0.125,714: 0.125,93: 0.10835
576: 0.125,40: 0.125,129: 0.125,714: 0.125,789: 0.125
714: 0.125,40: 0.125,576: 0.125,129: 0.125,789: 0.125
714: 0.125,40: 0.125,576: 0.125,789: 0.125,93: 0.10835
714: 0.125,40: 0.125,789: 0.125,576: 0.125,100: 0.10835
576: 0.125,714: 0.125,789: 0.125,40: 0.125,100: 0.10835
576: 0.125,714: 0.125,789: 0.125,40: 0.125,100: 0.10835
576: 0.125,714: 0.125,789: 0.125,100: 0.10835,868: 0.05835
714: 0.125,789: 0.125,100: 0.10835,None,None
789: 0.125,100: 0.10835,None,None,None
789: 0.125,None,None,None,None
156: 0.125,789: 0.125,265: 0.10835,None,None
156: 0.125,789: 0.125,265: 0.10835,None,None
929: 0.175,156: 0.125,789: 0.125,265: 0.10835,415: 0.10835
929: 0.175,156: 0.125,789: 0.125,8: 0.125,265: 0.10835
929: 0.175,156: 0.125,789: 0.125,8: 0.125,676: 0.125
929: 0.175,915: 0.15,156: 0.125,789: 0.125,8: 0.125
929: 0.175,915: 0.15,156: 0.125,8: 0.125,789: 0.125
929: 0.175,915: 0.15,676: 0.125,156: 0.125,789: 0.125
929: 0.175,915: 0.15,156: 0.125,676: 0.125,910: 0.125
929: 0.175,915: 0.15,156: 0.125,676: 0.125,910: 0.125
929: 0.175,915: 0.15,676: 0.125,910: 0.125,808: 0.125
929: 0.175,784: 0.175,915: 0.15,878: 0.125,676: 0.125
784: 0.175,915: 0.15,878: 0.125,676: 0.125,910: 0.125
784: 0.175,915: 0.15,878: 0.125,676: 0.125,910: 0.125
784: 0.175,915: 0.15,878: 0.125,910: 0.125,41: 0.125
784: 0.175,878: 0.125,41: 0.125,808: 0.125,740: 0.125
784: 0.175,41: 0.125,878: 0.125,740: 0.125,808: 0.125
784: 0.175,878: 0.125,41: 0.125,740: 0.125,507: 0.1
784: 0.175,878: 0.125,41: 0.125,740: 0.125,507: 0.1
784: 0.175,878: 0.125,41: 0.125,740: 0.125,507: 0.1
784: 0.175,878: 0.125,41: 0.125,507: 0.1,None
43: 0.125,833: 0.08335,None,None,None
43: 0.125,712: 0.125,488: 0.125,842: 0.125,833: 0.08335
782: 0.175,43: 0.125,712: 0.125,488: 0.125,842: 0.125
782: 0.175,43: 0.125,712: 0.125,488: 0.125,842: 0.125
782: 0.175,194: 0.14165,43: 0.125,712: 0.125,488: 0.125
782: 0.175,194: 0.14165,712: 0.125,43: 0.125,488: 0.125
782: 0.175,194: 0.14165,323: 0.14165,162: 0.125,842: 0.125
782: 0.175,194: 0.14165,323: 0.14165,692: 0.125,576: 0.125
782: 0.175,194: 0.14165,323: 0.14165,692: 0.125,576: 0.125
782: 0.175,194: 0.14165,323: 0.14165,576: 0.125,43: 0.125
782: 0.175,194: 0.14165,323: 0.14165,692: 0.125,941: 0.125
782: 0.175,194: 0.14165,323: 0.14165,941: 0.125,683: 0.125
782: 0.175,323: 0.14165,194: 0.14165,488: 0.125,789: 0.125
782: 0.175,194: 0.14165,323: 0.14165,808: 0.125,842: 0.125
782: 0.175,323: 0.14165,501: 0.125,842: 0.125,941: 0.125
782: 0.175,323: 0.14165,842: 0.125,501: 0.125,683: 0.125
782: 0.175,501: 0.125,683: 0.125,576: 0.125,721: 0.125
782: 0.175,501: 0.125,683: 0.125,576: 0.125,721: 0.125
501: 0.125,721: 0.125,556: 0.1,868: 0.05835,20: 0.05835
501: 0.125,721: 0.125,556: 0.1,20: 0.05835,868: 0.05835
501: 0.125,556: 0.1,868: 0.05835,None,None
43: 0.125,699: 0.125,962: 0.1,16: 0.05835,None
43: 0.125,699: 0.125,962: 0.1,732: 0.1,993: 0.08335
43: 0.125,699: 0.125,396: 0.125,712: 0.125,666: 0.125
43: 0.125,699: 0.125,396: 0.125,712: 0.125,666: 0.125
538: 0.175,942: 0.175,43: 0.125,699: 0.125,396: 0.125
538: 0.175,942: 0.175,396: 0.125,712: 0.125,43: 0.125
538: 0.175,942: 0.175,357: 0.14165,396: 0.125,43: 0.125
538: 0.175,942: 0.175,357: 0.14165,895: 0.125,396: 0.125
538: 0.175,942: 0.175,357: 0.14165,323: 0.14165,895: 0.125
538: 0.175,942: 0.175,357: 0.14165,323: 0.14165,396: 0.125
538: 0.175,942: 0.175,357: 0.14165,323: 0.14165,157: 0.125
538: 0.175,942: 0.175,921: 0.15,876: 0.15,323: 0.14165
538: 0.175,942: 0.175,921: 0.15,876: 0.15,323: 0.14165
538: 0.175,942: 0.175,921: 0.15,876: 0.15,323: 0.14165
942: 0.175,921: 0.15,876: 0.15,357: 0.14165,323: 0.14165
921: 0.15,876: 0.15,357: 0.14165,323: 0.14165,396: 0.125
921: 0.15,876: 0.15,323: 0.14165,789: 0.125,752: 0.125
921: 0.15,876: 0.15,323: 0.14165,895: 0.125,38: 0.125
921: 0.15,876: 0.15,752: 0.125,789: 0.125,38: 0.125
