Suggestion 1, Suggestion 2, Suggestion 3, Suggestion 4, Suggestion 5
70: 0.275,122: 0.175,918: 0.175,721: 0.125,919: 0.125
70: 0.275,122: 0.175,918: 0.175,721: 0.125,919: 0.125
122: 0.175,918: 0.175,721: 0.125,919: 0.125,None
70: 0.275,122: 0.175,918: 0.175,721: 0.125,919: 0.125
122: 0.175,918: 0.175,721: 0.125,919: 0.125,None
70: 0.275,122: 0.175,918: 0.175,721: 0.125,919: 0.125
70: 0.275,122: 0.175,918: 0.175,721: 0.125,919: 0.125
721: 0.125,None,None,None,None
70: 0.275,122: 0.175,918: 0.175,721: 0.125,919: 0.125
70: 0.275,122: 0.175,918: 0.175,721: 0.125,919: 0.125
70: 0.275,122: 0.175,918: 0.175,919: 0.125,129: 0.125
70: 0.275,129: 0.125,31: 0.125,568: 0.125,434: 0.1
70: 0.275,31: 0.125,129: 0.125,568: 0.125,434: 0.1
568: 0.125,31: 0.125,129: 0.125,434: 0.1,332: 0.075
568: 0.125,31: 0.125,434: 0.1,332: 0.075,None
568: 0.125,31: 0.125,434: 0.1,None,None
568: 0.125,31: 0.125,434: 0.1,None,None
568: 0.125,31: 0.125,434: 0.1,None,None
568: 0.125,434: 0.1,None,None,None
568: 0.125,None,None,None,None
135: 0.125,507: 0.125,None,None,None
135: 0.125,507: 0.125,None,None,None
135: 0.125,507: 0.125,None,None,None
135: 0.125,507: 0.125,None,None,None
135: 0.125,507: 0.125,905: 0.1,None,None
135: 0.125,507: 0.125,905: 0.1,None,None
135: 0.125,507: 0.125,905: 0.1,None,None
135: 0.125,507: 0.125,938: 0.125,905: 0.1,None
135: 0.125,507: 0.125,938: 0.125,500: 0.125,905: 0.1
135: 0.125,507: 0.125,938: 0.125,500: 0.125,905: 0.1
938: 0.125,500: 0.125,905: 0.1,None,None
938: 0.125,500: 0.125,905: 0.1,None,None
500: 0.125,938: 0.125,905: 0.1,None,None
500: 0.125,938: 0.125,905: 0.1,None,None
500: 0.125,938: 0.125,None,None,None
500: 0.125,938: 0.125,None,None,None
500: 0.125,938: 0.125,None,None,None
500: 0.125,None,None,None,None
404: 0.1,None,None,None,None
404: 0.1,None,None,None,None
833: 0.175,404: 0.1,None,None,None
833: 0.175,129: 0.125,404: 0.1,None,None
833: 0.175,129: 0.125,507: 0.125,404: 0.1,93: 0.075
833: 0.175,129: 0.125,507: 0.125,732: 0.125,404: 0.1
833: 0.175,417: 0.175,129: 0.125,507: 0.125,732: 0.125
833: 0.175,417: 0.175,507: 0.125,129: 0.125,732: 0.125
833: 0.175,417: 0.175,507: 0.125,732: 0.125,129: 0.125
833: 0.175,417: 0.175,507: 0.125,732: 0.125,129: 0.125
833: 0.175,417: 0.175,100: 0.15,507: 0.125,732: 0.125
833: 0.175,417: 0.175,100: 0.15,507: 0.125,732: 0.125
417: 0.175,100: 0.15,507: 0.125,732: 0.125,40: 0.125
417: 0.175,100: 0.15,732: 0.125,507: 0.125,40: 0.125
417: 0.175,100: 0.15,40: 0.125,789: 0.125,732: 0.125
417: 0.175,100: 0.15,789: 0.125,40: 0.125,868: 0.075
100: 0.15,789: 0.125,40: 0.125,868: 0.075,576: 0.075
100: 0.15,789: 0.125,868: 0.075,576: 0.075,714: 0.075
100: 0.15,789: 0.125,714: 0.075,None,None
100: 0.15,789: 0.125,None,None,None
789: 0.125,None,None,None,None
156: 0.125,789: 0.125,265: 0.1,None,None
156: 0.125,789: 0.125,265: 0.1,None,None
929: 0.175,156: 0.125,789: 0.125,415: 0.125,265: 0.1
929: 0.175,156: 0.125,789: 0.125,415: 0.125,732: 0.125
929: 0.175,102: 0.15,100: 0.15,156: 0.125,789: 0.125
929: 0.175,102: 0.15,100: 0.15,915: 0.15,156: 0.125
929: 0.175,102: 0.15,100: 0.15,915: 0.15,156: 0.125
929: 0.175,102: 0.15,100: 0.15,915: 0.15,156: 0.125
929: 0.175,102: 0.15,100: 0.15,915: 0.15,156: 0.125
929: 0.175,102: 0.15,100: 0.15,915: 0.15,156: 0.125
929: 0.175,102: 0.15,100: 0.15,915: 0.15,415: 0.125
929: 0.175,102: 0.15,100: 0.15,915: 0.15,878: 0.125
102: 0.15,100: 0.15,915: 0.15,878: 0.125,808: 0.125
102: 0.15,100: 0.15,915: 0.15,878: 0.125,808: 0.125
915: 0.15,878: 0.125,784: 0.125,41: 0.125,808: 0.125
878: 0.125,784: 0.125,41: 0.125,808: 0.125,507: 0.125
41: 0.125,878: 0.125,784: 0.125,507: 0.125,808: 0.125
878: 0.125,784: 0.125,41: 0.125,507: 0.125,812: 0.075
784: 0.125,878: 0.125,41: 0.125,507: 0.125,812: 0.075
784: 0.125,878: 0.125,41: 0.125,507: 0.125,812: 0.075
878: 0.125,784: 0.125,41: 0.125,507: 0.125,None
833: 0.175,43: 0.125,None,None,None
833: 0.175,43: 0.125,712: 0.125,488: 0.125,842: 0.125
833: 0.175,782: 0.175,43: 0.125,712: 0.125,488: 0.125
833: 0.175,782: 0.175,43: 0.125,712: 0.125,488: 0.125
833: 0.175,782: 0.175,43: 0.125,712: 0.125,488: 0.125
833: 0.175,782: 0.175,911: 0.125,712: 0.125,43: 0.125
782: 0.175,833: 0.175,968: 0.125,162: 0.125,507: 0.125
833: 0.175,782: 0.175,911: 0.125,43: 0.125,712: 0.125
833: 0.175,782: 0.175,911: 0.125,712: 0.125,43: 0.125
833: 0.175,782: 0.175,911: 0.125,43: 0.125,712: 0.125
782: 0.175,941: 0.125,911: 0.125,712: 0.125,43: 0.125
782: 0.175,941: 0.125,683: 0.125,911: 0.125,43: 0.125
782: 0.175,323: 0.125,488: 0.125,789: 0.125,69: 0.125
782: 0.175,194: 0.125,808: 0.125,842: 0.125,941: 0.125
782: 0.175,842: 0.125,941: 0.125,683: 0.125,721: 0.125
782: 0.175,842: 0.125,683: 0.125,941: 0.125,323: 0.125
782: 0.175,683: 0.125,721: 0.125,43: 0.125,69: 0.125
782: 0.175,683: 0.125,721: 0.125,501: 0.1,576: 0.075
