Suggestion 1, Suggestion 2, Suggestion 3, Suggestion 4, Suggestion 5
918: 0.15835,122: 0.14165,919: 0.13335,129: 0.13335,721: 0.11665
918: 0.15835,122: 0.14165,919: 0.13335,129: 0.13335,721: 0.11665
918: 0.15835,122: 0.14165,919: 0.13335,129: 0.13335,721: 0.11665
918: 0.15835,122: 0.14165,919: 0.13335,721: 0.11665,None
918: 0.15835,122: 0.14165,919: 0.13335,721: 0.11665,None
918: 0.15835,122: 0.14165,919: 0.13335,721: 0.11665,70: 0.08335
918: 0.15835,122: 0.14165,919: 0.13335,129: 0.13335,721: 0.11665
721: 0.11665,None,None,None,None
918: 0.15835,122: 0.14165,919: 0.13335,129: 0.13335,31: 0.125
918: 0.15835,122: 0.14165,919: 0.13335,129: 0.13335,31: 0.125
918: 0.15835,122: 0.14165,919: 0.13335,129: 0.13335,31: 0.125
129: 0.13335,31: 0.125,434: 0.11665,568: 0.1,70: 0.08335
129: 0.13335,31: 0.125,434: 0.11665,568: 0.1,70: 0.08335
129: 0.13335,31: 0.125,434: 0.11665,568: 0.1,332: 0.075
31: 0.125,434: 0.11665,568: 0.1,332: 0.075,None
31: 0.125,434: 0.11665,568: 0.1,None,None
31: 0.125,434: 0.11665,568: 0.1,None,None
31: 0.125,434: 0.11665,568: 0.1,None,None
434: 0.11665,568: 0.1,None,None,None
568: 0.1,None,None,None,None
135: 0.10835,507: 0.09165,None,None,None
135: 0.10835,507: 0.09165,None,None,None
135: 0.10835,507: 0.09165,None,None,None
135: 0.10835,507: 0.09165,None,None,None
135: 0.10835,507: 0.09165,None,None,None
135: 0.10835,507: 0.09165,None,None,None
135: 0.10835,507: 0.09165,None,None,None
135: 0.10835,938: 0.10835,507: 0.09165,None,None
135: 0.10835,938: 0.10835,507: 0.09165,500: 0.09165,None
135: 0.10835,938: 0.10835,507: 0.09165,500: 0.09165,None
938: 0.10835,500: 0.09165,None,None,None
938: 0.10835,500: 0.09165,None,None,None
938: 0.10835,500: 0.09165,None,None,None
938: 0.10835,500: 0.09165,None,None,None
938: 0.10835,500: 0.09165,None,None,None
938: 0.10835,500: 0.09165,None,None,None
938: 0.10835,500: 0.09165,None,None,None
500: 0.09165,None,None,None,None
404: 0.1,None,None,None,None
404: 0.1,None,None,None,None
404: 0.1,833: 0.1,None,None,None
129: 0.13335,404: 0.1,833: 0.1,None,None
129: 0.13335,404: 0.1,833: 0.1,93: 0.1,507: 0.09165
129: 0.13335,833: 0.1,404: 0.1,93: 0.1,507: 0.09165
129: 0.13335,833: 0.1,404: 0.1,93: 0.1,507: 0.09165
129: 0.13335,93: 0.1,833: 0.1,404: 0.1,576: 0.1
129: 0.13335,93: 0.1,833: 0.1,404: 0.1,576: 0.1
129: 0.13335,833: 0.1,93: 0.1,404: 0.1,576: 0.1
129: 0.13335,100: 0.11665,576: 0.1,833: 0.1,93: 0.1
129: 0.13335,100: 0.11665,789: 0.11665,576: 0.1,93: 0.1
129: 0.13335,100: 0.11665,789: 0.11665,93: 0.1,40: 0.1
100: 0.11665,789: 0.11665,93: 0.1,40: 0.1,576: 0.1
100: 0.11665,789: 0.11665,40: 0.1,576: 0.1,714: 0.09165
100: 0.11665,789: 0.11665,576: 0.1,40: 0.1,714: 0.09165
100: 0.11665,789: 0.11665,576: 0.1,40: 0.1,714: 0.09165
100: 0.11665,789: 0.11665,576: 0.1,714: 0.09165,868: 0.08335
100: 0.11665,789: 0.11665,714: 0.09165,None,None
100: 0.11665,789: 0.11665,None,None,None
789: 0.11665,None,None,None,None
789: 0.11665,156: 0.10835,None,None,None
789: 0.11665,156: 0.10835,None,None,None
929: 0.15,789: 0.11665,156: 0.10835,415: 0.1,None
929: 0.15,789: 0.11665,156: 0.10835,415: 0.1,8: 0.09165
929: 0.15,789: 0.11665,100: 0.11665,156: 0.10835,676: 0.10835
929: 0.15,915: 0.15,789: 0.11665,100: 0.11665,156: 0.10835
929: 0.15,915: 0.15,789: 0.11665,100: 0.11665,156: 0.10835
929: 0.15,915: 0.15,808: 0.15,100: 0.11665,789: 0.11665
929: 0.15,915: 0.15,808: 0.15,100: 0.11665,789: 0.11665
915: 0.15,929: 0.15,808: 0.15,100: 0.11665,789: 0.11665
929: 0.15,915: 0.15,808: 0.15,812: 0.13335,100: 0.11665
929: 0.15,915: 0.15,808: 0.15,784: 0.14165,812: 0.13335
915: 0.15,808: 0.15,784: 0.14165,812: 0.13335,100: 0.11665
915: 0.15,808: 0.15,784: 0.14165,812: 0.13335,100: 0.11665
915: 0.15,808: 0.15,784: 0.14165,812: 0.13335,41: 0.10835
808: 0.15,784: 0.14165,812: 0.13335,41: 0.10835,305: 0.10835
808: 0.15,784: 0.14165,812: 0.13335,41: 0.10835,507: 0.09165
784: 0.14165,812: 0.13335,41: 0.10835,740: 0.09165,507: 0.09165
784: 0.14165,812: 0.13335,41: 0.10835,740: 0.09165,507: 0.09165
784: 0.14165,812: 0.13335,41: 0.10835,740: 0.09165,507: 0.09165
784: 0.14165,41: 0.10835,507: 0.09165,None,None
43: 0.1,833: 0.1,None,None,None
712: 0.10835,842: 0.10835,43: 0.1,833: 0.1,488: 0.1
782: 0.15835,712: 0.10835,842: 0.10835,43: 0.1,833: 0.1
782: 0.15835,712: 0.10835,842: 0.10835,43: 0.1,833: 0.1
782: 0.15835,194: 0.11665,789: 0.11665,712: 0.10835,842: 0.10835
782: 0.15835,808: 0.15,194: 0.11665,789: 0.11665,712: 0.10835
782: 0.15835,808: 0.15,194: 0.11665,789: 0.11665,842: 0.10835
782: 0.15835,808: 0.15,194: 0.11665,789: 0.11665,712: 0.10835
782: 0.15835,808: 0.15,194: 0.11665,789: 0.11665,712: 0.10835
782: 0.15835,808: 0.15,194: 0.11665,789: 0.11665,712: 0.10835
782: 0.15835,808: 0.15,194: 0.11665,789: 0.11665,721: 0.11665
782: 0.15835,808: 0.15,194: 0.11665,789: 0.11665,721: 0.11665
782: 0.15835,808: 0.15,789: 0.11665,194: 0.11665,721: 0.11665
782: 0.15835,808: 0.15,194: 0.11665,789: 0.11665,721: 0.11665
782: 0.15835,808: 0.15,721: 0.11665,501: 0.10835,842: 0.10835
782: 0.15835,721: 0.11665,842: 0.10835,501: 0.10835,683: 0.1
782: 0.15835,721: 0.11665,501: 0.10835,683: 0.1,576: 0.1
782: 0.15835,721: 0.11665,501: 0.10835,683: 0.1,576: 0.1
721: 0.11665,501: 0.10835,868: 0.08335,556: 0.08335,20: 0.075
721: 0.11665,501: 0.10835,868: 0.08335,556: 0.08335,20: 0.075
501: 0.10835,868: 0.08335,556: 0.08335,None,None
43: 0.1,699: 0.1,296: 0.1,962: 0.1,16: 0.08335
43: 0.1,699: 0.1,296: 0.1,962: 0.1,732: 0.09165
712: 0.10835,43: 0.1,699: 0.1,296: 0.1,962: 0.1
712: 0.10835,713: 0.10835,43: 0.1,699: 0.1,296: 0.1
942: 0.15835,895: 0.11665,670: 0.11665,712: 0.10835,713: 0.10835
942: 0.15835,895: 0.11665,670: 0.11665,24: 0.11665,712: 0.10835
942: 0.15835,895: 0.11665,670: 0.11665,24: 0.11665,712: 0.10835
942: 0.15835,38: 0.13335,895: 0.11665,670: 0.11665,24: 0.11665
942: 0.15835,38: 0.13335,121: 0.13335,895: 0.11665,670: 0.11665
942: 0.15835,38: 0.13335,121: 0.13335,129: 0.13335,895: 0.11665
942: 0.15835,38: 0.13335,121: 0.13335,129: 0.13335,24: 0.11665
942: 0.15835,876: 0.15,921: 0.14165,38: 0.13335,121: 0.13335
942: 0.15835,876: 0.15,921: 0.14165,38: 0.13335,129: 0.13335
942: 0.15835,876: 0.15,921: 0.14165,38: 0.13335,129: 0.13335
942: 0.15835,876: 0.15,921: 0.14165,38: 0.13335,129: 0.13335
876: 0.15,921: 0.14165,38: 0.13335,129: 0.13335,121: 0.13335
876: 0.15,921: 0.14165,38: 0.13335,129: 0.13335,121: 0.13335
876: 0.15,921: 0.14165,38: 0.13335,129: 0.13335,121: 0.13335
876: 0.15,921: 0.14165,38: 0.13335,129: 0.13335,789: 0.11665
876: 0.15,921: 0.14165,38: 0.13335,789: 0.11665,712: 0.10835
876: 0.15,921: 0.14165,38: 0.13335,789: 0.11665,592: 0.10835
389: 0.15,131: 0.15,121: 0.13335,721: 0.11665,501: 0.10835
138: 0.15835,389: 0.15,131: 0.15,121: 0.13335,721: 0.11665
138: 0.15835,389: 0.15,131: 0.15,121: 0.13335,762: 0.125
138: 0.15835,389: 0.15,131: 0.15,121: 0.13335,762: 0.125
138: 0.15835,389: 0.15,131: 0.15,121: 0.13335,762: 0.125
138: 0.15835,492: 0.15835,389: 0.15,131: 0.15,121: 0.13335
138: 0.15835,492: 0.15835,918: 0.15835,389: 0.15,131: 0.15
138: 0.15835,492: 0.15835,918: 0.15835,389: 0.15,131: 0.15
492: 0.15835,138: 0.15835,918: 0.15835,389: 0.15,131: 0.15
492: 0.15835,918: 0.15835,138: 0.15835,929: 0.15,389: 0.15
492: 0.15835,918: 0.15835,138: 0.15835,929: 0.15,915: 0.15
492: 0.15835,918: 0.15835,929: 0.15,915: 0.15,851: 0.14165
918: 0.15835,492: 0.15835,915: 0.15,929: 0.15,851: 0.14165
492: 0.15835,918: 0.15835,929: 0.15,915: 0.15,851: 0.14165
918: 0.15835,492: 0.15835,915: 0.15,929: 0.15,851: 0.14165
918: 0.15835,929: 0.15,915: 0.15,851: 0.14165,813: 0.13335
915: 0.15,851: 0.14165,38: 0.13335,100: 0.11665,670: 0.11665
915: 0.15,851: 0.14165,100: 0.11665,670: 0.11665,789: 0.11665
915: 0.15,851: 0.14165,100: 0.11665,670: 0.11665,789: 0.11665
851: 0.14165,789: 0.11665,219: 0.10835,156: 0.10835,713: 0.10835
789: 0.11665,219: 0.10835,156: 0.10835,713: 0.10835,530: 0.10835
458: 0.15835,100: 0.11665,365: 0.1,795: 0.08335,None
458: 0.15835,929: 0.15,913: 0.15,921: 0.14165,100: 0.11665
458: 0.15835,929: 0.15,913: 0.15,921: 0.14165,122: 0.14165
458: 0.15835,929: 0.15,913: 0.15,965: 0.15,915: 0.15
458: 0.15835,844: 0.15835,929: 0.15,913: 0.15,965: 0.15
458: 0.15835,844: 0.15835,141: 0.15835,929: 0.15,913: 0.15
458: 0.15835,844: 0.15835,141: 0.15835,965: 0.15,929: 0.15
