Suggestion 1, Suggestion 2, Suggestion 3, Suggestion 4, Suggestion 5
31: 0.11785,129: 0.11785,434: 0.1,70: 0.0893,None
919: 0.15715,918: 0.15,129: 0.11785,70: 0.0893,None
919: 0.15715,918: 0.15,None,None,None
31: 0.11785,129: 0.11785,434: 0.1,None,None
919: 0.15715,918: 0.15,129: 0.11785,70: 0.0893,None
31: 0.11785,434: 0.1,None,None,None
919: 0.15715,918: 0.15,70: 0.0893,None,None
31: 0.11785,434: 0.1,None,None,None
919: 0.15715,918: 0.15,None,None,None
31: 0.11785,434: 0.1,None,None,None
129: 0.11785,31: 0.11785,434: 0.1,70: 0.0893,None
919: 0.15715,918: 0.15,129: 0.11785,70: 0.0893,None
919: 0.15715,918: 0.15,129: 0.11785,31: 0.11785,70: 0.0893
919: 0.15715,918: 0.15,129: 0.11785,70: 0.0893,None
434: 0.1,None,None,None,None
919: 0.15715,918: 0.15,129: 0.11785,31: 0.11785,434: 0.1
919: 0.15715,918: 0.15,129: 0.11785,31: 0.11785,434: 0.1
31: 0.11785,434: 0.1,None,None,None
135: 0.0857,None,None,None,None
135: 0.0857,None,None,None,None
135: 0.0857,None,None,None,None
135: 0.0857,None,None,None,None
905: 0.0893,135: 0.0857,None,None,None
905: 0.0893,135: 0.0857,None,None,None
905: 0.0893,135: 0.0857,None,None,None
938: 0.10715,905: 0.0893,135: 0.0857,None,None
500: 0.11785,938: 0.10715,905: 0.0893,135: 0.0857,None
500: 0.11785,938: 0.10715,905: 0.0893,135: 0.0857,None
500: 0.11785,938: 0.10715,905: 0.0893,None,None
500: 0.11785,938: 0.10715,905: 0.0893,None,None
500: 0.11785,938: 0.10715,905: 0.0893,None,None
500: 0.11785,938: 0.10715,905: 0.0893,None,None
500: 0.11785,938: 0.10715,None,None,None
500: 0.11785,938: 0.10715,None,None,None
500: 0.11785,938: 0.10715,None,None,None
500: 0.11785,None,None,None,None
None,None,None,None,None
None,None,None,None,None
833: 0.0893,None,None,None,None
129: 0.11785,833: 0.0893,None,None,None
129: 0.11785,93: 0.09645,833: 0.0893,None,None
129: 0.11785,93: 0.09645,833: 0.0893,732: 0.0893,None
129: 0.11785,417: 0.1107,93: 0.09645,833: 0.0893,732: 0.0893
129: 0.11785,40: 0.1143,417: 0.1107,93: 0.09645,833: 0.0893
129: 0.11785,40: 0.1143,417: 0.1107,93: 0.09645,732: 0.0893
129: 0.11785,40: 0.1143,714: 0.1143,417: 0.1107,93: 0.09645
129: 0.11785,40: 0.1143,714: 0.1143,417: 0.1107,100: 0.1
