Suggestion 1, Suggestion 2, Suggestion 3, Suggestion 4, Suggestion 5
4931: 0.13335,None,None,None,None
4931: 0.13335,None,None,None,None
4931: 0.13335,None,None,None,None
4931: 0.13335,None,None,None,None
4931: 0.13335,None,None,None,None
4931: 0.13335,None,None,None,None
4931: 0.13335,None,None,None,None
4931: 0.13335,None,None,None,None
4931: 0.13335,None,None,None,None
4931: 0.13335,None,None,None,None
4931: 0.13335,538: 0.12,9106: 0.08,None,None
4931: 0.13335,538: 0.12,618: 0.10335,9106: 0.08,None
4931: 0.13335,538: 0.12,618: 0.10335,9106: 0.08,None
4931: 0.13335,538: 0.12,4940: 0.11665,480: 0.11335,618: 0.10335
4931: 0.13335,538: 0.12,4940: 0.11665,480: 0.11335,618: 0.10335
4931: 0.13335,538: 0.12,4940: 0.11665,480: 0.11335,618: 0.10335
4931: 0.13335,396: 0.12335,538: 0.12,4940: 0.11665,480: 0.11335
4931: 0.13335,396: 0.12335,538: 0.12,4940: 0.11665,480: 0.11335
4931: 0.13335,396: 0.12335,538: 0.12,4940: 0.11665,480: 0.11335
4931: 0.13335,396: 0.12335,538: 0.12,4940: 0.11665,480: 0.11335
4931: 0.13335,396: 0.12335,4940: 0.11665,480: 0.11335,1531: 0.11335
4931: 0.13335,396: 0.12335,4940: 0.11665,480: 0.11335,1531: 0.11335
4931: 0.13335,396: 0.12335,4940: 0.11665,480: 0.11335,1531: 0.11335
396: 0.12335,1531: 0.11335,8260: 0.11,8301: 0.10665,8069: 0.10335
396: 0.12335,1531: 0.11335,8260: 0.11,8301: 0.10665,8069: 0.10335
396: 0.12335,1531: 0.11335,8260: 0.11,8301: 0.10665,8069: 0.10335
8260: 0.11,6021: 0.09665,8020: 0.08,9102: 0.07665,5959: 0.07665
6021: 0.09665,8020: 0.08,9102: 0.07665,None,None
6021: 0.09665,8020: 0.08,9102: 0.07665,None,None
6021: 0.09665,9102: 0.07665,None,None,None
6021: 0.09665,None,None,None,None
8609: 0.10665,5005: 0.1,342: 0.1,8270: 0.09665,226: 0.06
1672: 0.14,4931: 0.13335,8609: 0.10665,5005: 0.1,342: 0.1
1672: 0.14,4931: 0.13335,4920: 0.11,8609: 0.10665,5005: 0.1
1693: 0.15335,1672: 0.14,4931: 0.13335,396: 0.12335,4940: 0.11665
1693: 0.15335,1672: 0.14,4931: 0.13335,396: 0.12335,4940: 0.11665
1693: 0.15335,1672: 0.14,4931: 0.13335,396: 0.12335,4940: 0.11665
1693: 0.15335,121: 0.14335,1672: 0.14,4931: 0.13335,396: 0.12335
1693: 0.15335,121: 0.14335,1672: 0.14,4931: 0.13335,396: 0.12335
1693: 0.15335,121: 0.14335,1672: 0.14,4931: 0.13335,396: 0.12335
1693: 0.15335,121: 0.14335,1672: 0.14,4931: 0.13335,396: 0.12335
5109: 0.16665,1618: 0.16335,1693: 0.15335,4552: 0.15,121: 0.14335
5109: 0.16665,1618: 0.16335,1693: 0.15335,4552: 0.15,121: 0.14335
5109: 0.16665,1618: 0.16335,1693: 0.15335,4552: 0.15,121: 0.14335
5109: 0.16665,1618: 0.16335,4552: 0.15,121: 0.14335,752: 0.11665
5109: 0.16665,1618: 0.16335,4552: 0.15,121: 0.14335,752: 0.11665
5109: 0.16665,1618: 0.16335,4552: 0.15,121: 0.14335,122: 0.11335
5109: 0.16665,1618: 0.16335,4552: 0.15,121: 0.14335,122: 0.11335
5109: 0.16665,1618: 0.16335,4552: 0.15,121: 0.14335,122: 0.11335
5109: 0.16665,1618: 0.16335,4552: 0.15,121: 0.14335,122: 0.11335
5109: 0.16665,1618: 0.16335,4552: 0.15,121: 0.14335,122: 0.11335
121: 0.14335,122: 0.11335,4920: 0.11,5072: 0.10335,4912: 0.10335
9494: 0.16,8164: 0.11335,4893: 0.11335,None,None
9494: 0.16,4552: 0.15,9375: 0.14665,880: 0.14335,562: 0.12
9494: 0.16,4552: 0.15,9146: 0.15,9375: 0.14665,880: 0.14335
9494: 0.16,9669: 0.16,4552: 0.15,9146: 0.15,9375: 0.14665
9494: 0.16,9669: 0.16,4552: 0.15,9146: 0.15,9375: 0.14665
9494: 0.16,9669: 0.16,4552: 0.15,9146: 0.15,9375: 0.14665
9494: 0.16,9669: 0.16,9146: 0.15,4552: 0.15,9375: 0.14665
9494: 0.16,9669: 0.16,4552: 0.15,9146: 0.15,9375: 0.14665
4816: 0.16335,9494: 0.16,9669: 0.16,5387: 0.15335,4552: 0.15
4816: 0.16335,9494: 0.16,9669: 0.16,5387: 0.15335,9146: 0.15
4816: 0.16335,9669: 0.16,1577: 0.16,5387: 0.15335,9146: 0.15
4816: 0.16335,9669: 0.16,1577: 0.16,5387: 0.15335,9146: 0.15
4816: 0.16335,9669: 0.16,1577: 0.16,5387: 0.15335,7702: 0.14335
4816: 0.16335,1577: 0.16,5387: 0.15335,4604: 0.14335,9246: 0.14335
4816: 0.16335,1577: 0.16,5387: 0.15335,7702: 0.14335,9246: 0.14335
4816: 0.16335,1577: 0.16,5387: 0.15335,9246: 0.14335,7702: 0.14335
4816: 0.16335,1577: 0.16,5387: 0.15335,7702: 0.14335,9667: 0.14
4816: 0.16335,1577: 0.16,5387: 0.15335,7702: 0.14335,4931: 0.13335
1577: 0.16,5387: 0.15335,7702: 0.14335,4931: 0.13335,396: 0.12335
1577: 0.16,5387: 0.15335,4931: 0.13335,396: 0.12335,4598: 0.12335
5387: 0.15335,4931: 0.13335,8852: 0.11665,6081: 0.11665,5729: 0.11335
5387: 0.15335,4818: 0.15,4701: 0.14665,1672: 0.14,4920: 0.11
1618: 0.16335,5387: 0.15335,1597: 0.15335,4716: 0.15335,4818: 0.15
1618: 0.16335,4858: 0.16,5387: 0.15335,1597: 0.15335,4716: 0.15335
1618: 0.16335,4858: 0.16,4768: 0.16,5387: 0.15335,1597: 0.15335
1618: 0.16335,4858: 0.16,4768: 0.16,1597: 0.15335,4716: 0.15335
4807: 0.17335,1618: 0.16335,910: 0.16335,4858: 0.16,4768: 0.16
4807: 0.17335,9512: 0.16665,1618: 0.16335,910: 0.16335,4858: 0.16
4807: 0.17335,9512: 0.16665,1618: 0.16335,910: 0.16335,4768: 0.16
4807: 0.17335,9512: 0.16665,1618: 0.16335,910: 0.16335,4768: 0.16
4807: 0.17335,9512: 0.16665,1618: 0.16335,910: 0.16335,4768: 0.16
4807: 0.17335,9512: 0.16665,1618: 0.16335,910: 0.16335,4816: 0.16335
4807: 0.17335,9512: 0.16665,5109: 0.16665,1618: 0.16335,910: 0.16335
4807: 0.17335,9512: 0.16665,5109: 0.16665,1618: 0.16335,910: 0.16335
4807: 0.17335,9512: 0.16665,5109: 0.16665,910: 0.16335,4816: 0.16335
4807: 0.17335,9512: 0.16665,5109: 0.16665,910: 0.16335,4816: 0.16335
9512: 0.16665,5109: 0.16665,4816: 0.16335,1618: 0.16335,4742: 0.16
5109: 0.16665,4816: 0.16335,4742: 0.16,9621: 0.16,4737: 0.15665
5109: 0.16665,4816: 0.16335,9621: 0.16,4742: 0.16,4737: 0.15665
5109: 0.16665,4816: 0.16335,9621: 0.16,4742: 0.16,4737: 0.15665
5109: 0.16665,4816: 0.16335,4742: 0.16,4737: 0.15665,4716: 0.15335
5109: 0.16665,4742: 0.16,4737: 0.15665,8608: 0.15335,9767: 0.12
