Suggestion 1, Suggestion 2, Suggestion 3, Suggestion 4, Suggestion 5
70: 0.275,918: 0.175,919: 0.125,None,None
70: 0.275,129: 0.125,31: 0.125,434: 0.1,None
70: 0.275,918: 0.175,919: 0.125,129: 0.125,31: 0.125
70: 0.275,918: 0.175,919: 0.125,129: 0.125,31: 0.125
70: 0.275,918: 0.175,919: 0.125,129: 0.125,None
31: 0.125,434: 0.1,None,None,None
70: 0.275,918: 0.175,919: 0.125,129: 0.125,None
31: 0.125,434: 0.1,None,None,None
70: 0.275,918: 0.175,919: 0.125,129: 0.125,31: 0.125
70: 0.275,918: 0.175,919: 0.125,129: 0.125,None
434: 0.1,None,None,None,None
70: 0.275,31: 0.125,129: 0.125,434: 0.1,None
918: 0.175,919: 0.125,None,None,None
31: 0.125,434: 0.1,None,None,None
70: 0.275,918: 0.175,919: 0.125,129: 0.125,None
135: 0.125,None,None,None,None
918: 0.175,919: 0.125,None,None,None
31: 0.125,129: 0.125,434: 0.1,None,None
31: 0.125,434: 0.1,None,None,None
135: 0.125,None,None,None,None
135: 0.125,None,None,None,None
135: 0.125,None,None,None,None
135: 0.125,905: 0.1,None,None,None
135: 0.125,905: 0.1,None,None,None
135: 0.125,905: 0.1,None,None,None
135: 0.125,938: 0.125,905: 0.1,None,None
135: 0.125,938: 0.125,500: 0.125,905: 0.1,None
135: 0.125,938: 0.125,500: 0.125,905: 0.1,None
938: 0.125,500: 0.125,905: 0.1,None,None
938: 0.125,500: 0.125,905: 0.1,None,None
938: 0.125,500: 0.125,905: 0.1,None,None
938: 0.125,500: 0.125,905: 0.1,None,None
938: 0.125,500: 0.125,None,None,None
500: 0.125,938: 0.125,None,None,None
500: 0.125,938: 0.125,None,None,None
500: 0.125,None,None,None,None
404: 0.1,None,None,None,None
404: 0.1,None,None,None,None
833: 0.175,404: 0.1,None,None,None
833: 0.175,129: 0.125,404: 0.1,None,None
833: 0.175,129: 0.125,404: 0.1,93: 0.075,None
833: 0.175,129: 0.125,732: 0.125,404: 0.1,93: 0.075
833: 0.175,417: 0.175,129: 0.125,732: 0.125,404: 0.1
833: 0.175,417: 0.175,129: 0.125,732: 0.125,40: 0.125
833: 0.175,417: 0.175,732: 0.125,129: 0.125,40: 0.125
833: 0.175,417: 0.175,129: 0.125,732: 0.125,40: 0.125
833: 0.175,417: 0.175,100: 0.15,732: 0.125,129: 0.125
833: 0.175,417: 0.175,100: 0.15,129: 0.125,732: 0.125
417: 0.175,100: 0.15,129: 0.125,732: 0.125,40: 0.125
417: 0.175,100: 0.15,732: 0.125,40: 0.125,868: 0.075
417: 0.175,100: 0.15,732: 0.125,40: 0.125,868: 0.075
417: 0.175,100: 0.15,40: 0.125,868: 0.075,714: 0.075
100: 0.15,40: 0.125,868: 0.075,714: 0.075,None
100: 0.15,868: 0.075,714: 0.075,None,None
100: 0.15,714: 0.075,None,None,None
100: 0.15,None,None,None,None
156: 0.125,265: 0.1,None,None,None
156: 0.125,265: 0.1,None,None,None
156: 0.125,265: 0.1,None,None,None
156: 0.125,265: 0.1,8: 0.075,None,None
102: 0.15,100: 0.15,156: 0.125,545: 0.125,842: 0.125
102: 0.15,100: 0.15,915: 0.15,156: 0.125,545: 0.125
102: 0.15,100: 0.15,915: 0.15,156: 0.125,545: 0.125
102: 0.15,100: 0.15,915: 0.15,545: 0.125,156: 0.125
102: 0.15,100: 0.15,915: 0.15,545: 0.125,156: 0.125
102: 0.15,915: 0.15,100: 0.15,842: 0.125,545: 0.125
102: 0.15,100: 0.15,915: 0.15,545: 0.125,808: 0.125
102: 0.15,100: 0.15,915: 0.15,808: 0.125,545: 0.125
102: 0.15,915: 0.15,100: 0.15,545: 0.125,808: 0.125
102: 0.15,100: 0.15,915: 0.15,808: 0.125,545: 0.125
915: 0.15,41: 0.125,808: 0.125,878: 0.125,784: 0.125
41: 0.125,808: 0.125,878: 0.125,784: 0.125,614: 0.075
41: 0.125,808: 0.125,878: 0.125,784: 0.125,614: 0.075
41: 0.125,784: 0.125,878: 0.125,None,None
41: 0.125,784: 0.125,None,None,None
41: 0.125,784: 0.125,None,None,None
41: 0.125,784: 0.125,None,None,None
833: 0.175,None,None,None,None
833: 0.175,842: 0.125,None,None,None
833: 0.175,782: 0.175,842: 0.125,968: 0.125,None
833: 0.175,782: 0.175,842: 0.125,968: 0.125,None
833: 0.175,782: 0.175,842: 0.125,968: 0.125,194: 0.125
833: 0.175,782: 0.175,968: 0.125,842: 0.125,194: 0.125
833: 0.175,782: 0.175,968: 0.125,842: 0.125,194: 0.125
833: 0.175,782: 0.175,194: 0.125,941: 0.125,968: 0.125
833: 0.175,782: 0.175,968: 0.125,194: 0.125,808: 0.125
833: 0.175,782: 0.175,968: 0.125,808: 0.125,194: 0.125
782: 0.175,194: 0.125,808: 0.125,968: 0.125,941: 0.125
782: 0.175,194: 0.125,808: 0.125,968: 0.125,941: 0.125
782: 0.175,194: 0.125,808: 0.125,941: 0.125,683: 0.125
782: 0.175,808: 0.125,194: 0.125,683: 0.125,941: 0.125
782: 0.175,808: 0.125,683: 0.125,842: 0.125,488: 0.125
782: 0.175,683: 0.125,842: 0.125,323: 0.125,501: 0.1
782: 0.175,683: 0.125,501: 0.1,556: 0.075,20: 0.075
782: 0.175,683: 0.125,501: 0.1,556: 0.075,20: 0.075
501: 0.1,20: 0.075,556: 0.075,None,None
501: 0.1,20: 0.075,556: 0.075,None,None
501: 0.1,556: 0.075,None,None,None
296: 0.125,16: 0.125,699: 0.075,None,None
